nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
        73, 2.283636325E-01, 1.199999993E-01, 2.091039859E+00
        74, 2.282020209E-01, 1.200000024E-01, 2.067004636E+00
        75, 2.280403976E-01, 1.199999993E-01, 2.042969219E+00
        76, 2.278787950E-01, 1.199999993E-01, 2.018936016E+00
        77, 2.277171776E-01, 1.199999993E-01, 1.994900748E+00
        78, 2.275555601E-01, 1.199999993E-01, 1.970865346E+00
        79, 2.273939494E-01, 1.200000029E-01, 1.946830012E+00
        80, 2.272323250E-01, 1.199999993E-01, 1.922794558E+00
        81, 2.270707084E-01, 1.199999998E-01, 1.898759171E+00
        82, 2.269090877E-01, 1.199999980E-01, 1.874723807E+00
        83, 2.267474655E-01, 1.199999955E-01, 1.850688521E+00
        84, 2.265858730E-01, 1.200000009E-01, 1.826655332E+00
        85, 2.264242506E-01, 1.199999982E-01, 1.802619925E+00
        86, 2.262626318E-01, 1.199999976E-01, 1.778584554E+00
        87, 2.261010147E-01, 1.199999980E-01, 1.754736444E+00
        88, 2.259394001E-01, 1.200000000E-01, 1.731013023E+00
        89, 2.257777846E-01, 1.200000015E-01, 1.707289461E+00
        90, 2.256161690E-01, 1.200000029E-01, 1.683565920E+00
        91, 2.254545402E-01, 1.199999973E-01, 1.659842350E+00
        92, 2.252929414E-01, 1.199999998E-01, 1.636121109E+00
        93, 2.251313223E-01, 1.199999993E-01, 1.612397537E+00
        94, 2.249697040E-01, 1.199999993E-01, 1.588674057E+00
        95, 2.248080856E-01, 1.199999993E-01, 1.564950451E+00
        96, 2.246464674E-01, 1.199999993E-01, 1.541226976E+00
        97, 2.244848491E-01, 1.199999993E-01, 1.517503433E+00
        98, 2.243232308E-01, 1.199999993E-01, 1.493779957E+00
        99, 2.241616191E-01, 1.200000029E-01, 1.470056441E+00
       100, 2.240000166E-01, 1.200000034E-01, 1.446335107E+00
