nodenumber,    x-coordinate,    y-coordinate,pressure-coefficient
       112, 2.400000000E-01, 8.467271341E-02, 5.575936753E-03
       113, 2.400000000E-01, 8.585510009E-02, 5.186821334E-03
       114, 2.400000000E-01, 8.704996255E-02, 4.831924569E-03
       115, 2.400000000E-01, 8.825743244E-02, 4.505842458E-03
       116, 2.400000000E-01, 8.947764276E-02, 4.203179386E-03
       117, 2.400000000E-01, 9.071072796E-02, 3.920301329E-03
       118, 2.400000000E-01, 9.195682388E-02, 3.654090688E-03
       119, 2.400000000E-01, 9.321606780E-02, 3.402129048E-03
       120, 2.400000000E-01, 9.448859845E-02, 3.162431531E-03
       121, 2.400000000E-01, 9.577455603E-02, 2.933873562E-03
       122, 2.400000000E-01, 9.707408220E-02, 2.716180403E-03
       123, 2.400000000E-01, 9.838732013E-02, 2.509521088E-03
       124, 2.400000000E-01, 9.971441451E-02, 2.314289333E-03
       125, 2.400000000E-01, 1.010555115E-01, 2.130959416E-03
       126, 2.400000000E-01, 1.024107589E-01, 1.959443092E-03
       127, 2.400000000E-01, 1.037803060E-01, 1.799572608E-03
       128, 2.400000000E-01, 1.051643037E-01, 1.650649705E-03
       129, 2.400000000E-01, 1.065629045E-01, 1.511658891E-03
       130, 2.400000000E-01, 1.079762623E-01, 1.381303184E-03
       131, 2.400000000E-01, 1.094045331E-01, 1.259842771E-03
       132, 2.400000000E-01, 1.108478740E-01, 1.148927025E-03
       133, 2.400000000E-01, 1.123064441E-01, 1.046379097E-03
       134, 2.400000000E-01, 1.137804041E-01, 9.498969885E-04
       135, 2.400000000E-01, 1.152699163E-01, 8.601492736E-04
       136, 2.400000000E-01, 1.167751450E-01, 7.775299018E-04
       137, 2.400000000E-01, 1.182962559E-01, 7.017636672E-04
       138, 2.400000000E-01, 1.198334165E-01, 6.325007416E-04
       139, 2.400000000E-01, 1.213867963E-01, 5.696060252E-04
       140, 2.400000000E-01, 1.229565663E-01, 5.128032644E-04
       141, 2.400000000E-01, 1.245428995E-01, 4.614913487E-04
       142, 2.400000000E-01, 1.261459707E-01, 4.153861373E-04
       143, 2.400000000E-01, 1.277659565E-01, 3.742831759E-04
       144, 2.400000000E-01, 1.294030353E-01, 3.380200651E-04
       145, 2.400000000E-01, 1.310573875E-01, 3.066297795E-04
       146, 2.400000000E-01, 1.327291954E-01, 2.800965449E-04
       147, 2.400000000E-01, 1.344186431E-01, 2.530392958E-04
       148, 2.400000000E-01, 1.361259168E-01, 2.442428085E-04
       149, 2.400000000E-01, 1.378512045E-01, 2.061248088E-04
       150, 2.400000000E-01, 1.404991721E-01, 1.271655346E-04
       151, 2.400000000E-01, 1.431471398E-01, 1.120561792E-04
       152, 2.400000000E-01, 1.457951074E-01, 9.692666936E-05
       153, 2.400000000E-01, 1.484430750E-01, 7.990330778E-05
       154, 2.400000000E-01, 1.510910427E-01, 6.459664291E-05
       155, 2.400000000E-01, 1.537390103E-01, 4.940452709E-05
       156, 2.400000000E-01, 1.563869779E-01, 3.518860831E-05
       157, 2.400000000E-01, 1.590349456E-01, 2.245099495E-05
       158, 2.400000000E-01, 1.616829132E-01, 1.163508114E-05
       159, 2.400000000E-01, 1.643308808E-01, 2.853295882E-06
       160, 2.400000000E-01, 1.669788484E-01,-3.986217507E-06
       161, 2.400000000E-01, 1.696268161E-01,-9.152523489E-06
       162, 2.400000000E-01, 1.722747837E-01,-1.300872373E-05
       163, 2.400000000E-01, 1.749227513E-01,-1.595996400E-05
       164, 2.400000000E-01, 1.775707190E-01,-1.839753531E-05
       165, 2.400000000E-01, 1.802186866E-01,-2.067986497E-05
       166, 2.400000000E-01, 1.828666542E-01,-2.309721276E-05
       167, 2.400000000E-01, 1.855146219E-01,-2.566319017E-05
       168, 2.400000000E-01, 1.881625895E-01,-2.822986607E-05
       169, 2.400000000E-01, 1.908105571E-01,-2.978595512E-05
       170, 2.400000000E-01, 1.934585248E-01,-2.928397953E-05
       171, 2.400000000E-01, 1.961064924E-01,-2.730025517E-05
       172, 2.400000000E-01, 1.987544600E-01,-2.516336463E-05
       173, 2.400000000E-01, 2.014024277E-01,-2.352610863E-05
       174, 2.400000000E-01, 2.040503953E-01,-2.233459600E-05
       175, 2.400000000E-01, 2.066983629E-01,-2.150759428E-05
       176, 2.400000000E-01, 2.093463305E-01,-2.098131881E-05
       177, 2.400000000E-01, 2.119942982E-01,-2.071843119E-05
       178, 2.400000000E-01, 2.146422658E-01,-2.072275129E-05
       179, 2.400000000E-01, 2.172902334E-01,-2.096436765E-05
       180, 2.400000000E-01, 2.199382011E-01,-2.140078868E-05
       181, 2.400000000E-01, 2.225861687E-01,-2.200235576E-05
       182, 2.400000000E-01, 2.252341363E-01,-2.275320185E-05
       183, 2.400000000E-01, 2.278821040E-01,-2.362308442E-05
       184, 2.400000000E-01, 2.305300716E-01,-2.444672282E-05
       185, 2.400000000E-01, 2.331780392E-01,-2.530698657E-05
       186, 2.400000000E-01, 2.358260069E-01,-2.547687109E-05
       187, 2.400000000E-01, 2.384739745E-01,-2.485747973E-05
       188, 2.400000000E-01, 2.411219421E-01,-2.453953130E-05
       189, 2.400000000E-01, 2.437699098E-01,-2.465780562E-05
       190, 2.400000000E-01, 2.464178774E-01,-2.506469173E-05
       191, 2.400000000E-01, 2.490658450E-01,-2.582825437E-05
       192, 2.400000000E-01, 2.517138126E-01,-2.700943332E-05
       193, 2.400000000E-01, 2.543617803E-01,-2.860248242E-05
       194, 2.400000000E-01, 2.570097479E-01,-3.046630081E-05
       195, 2.400000000E-01, 2.596577155E-01,-3.233777170E-05
       196, 2.400000000E-01, 2.623056832E-01,-3.414990715E-05
       197, 2.400000000E-01, 2.649536508E-01,-3.593596193E-05
       198, 2.400000000E-01, 2.676016184E-01,-3.771978663E-05
       199, 2.400000000E-01, 2.702495861E-01,-3.953951091E-05
       200, 2.400000000E-01, 2.728975537E-01,-4.144890408E-05
       201, 2.400000000E-01, 2.755455213E-01,-4.348731090E-05
       202, 2.400000000E-01, 2.781934890E-01,-4.568668010E-05
       203, 2.400000000E-01, 2.808414566E-01,-4.803526463E-05
       204, 2.400000000E-01, 2.834894242E-01,-5.051039989E-05
       205, 2.400000000E-01, 2.861373919E-01,-5.314539885E-05
       206, 2.400000000E-01, 2.887853595E-01,-5.602359670E-05
       207, 2.400000000E-01, 2.914333271E-01,-5.930281623E-05
       208, 2.400000000E-01, 2.940812947E-01,-6.301771646E-05
       209, 2.400000000E-01, 2.967292624E-01,-6.707885768E-05
       210, 2.400000000E-01, 2.993772300E-01,-7.130545418E-05
       211, 2.400000000E-01, 3.020251976E-01,-7.552940951E-05
       212, 2.400000000E-01, 3.046731653E-01,-7.955888577E-05
       213, 2.400000000E-01, 3.073211329E-01,-8.328176045E-05
       214, 2.400000000E-01, 3.099691005E-01,-8.662580512E-05
       215, 2.400000000E-01, 3.126170682E-01,-8.956286911E-05
       216, 2.400000000E-01, 3.152650358E-01,-9.206745744E-05
       217, 2.400000000E-01, 3.179130034E-01,-9.410633356E-05
       218, 2.400000000E-01, 3.205609711E-01,-9.564677021E-05
       219, 2.400000000E-01, 3.232089387E-01,-9.674457397E-05
       220, 2.400000000E-01, 3.258569063E-01,-9.755912470E-05
       221, 2.400000000E-01, 3.285048740E-01,-9.812358621E-05
       222, 2.400000000E-01, 3.311528416E-01,-9.839413542E-05
       223, 2.400000000E-01, 3.338008092E-01,-9.835263336E-05
       224, 2.400000000E-01, 3.364487768E-01,-9.808849427E-05
       225, 2.400000000E-01, 3.390967445E-01,-9.766665607E-05
       226, 2.400000000E-01, 3.417447121E-01,-9.711846360E-05
       227, 2.400000000E-01, 3.443926797E-01,-9.643244994E-05
       228, 2.400000000E-01, 3.470406474E-01,-9.561629122E-05
       229, 2.400000000E-01, 3.496886150E-01,-9.466613847E-05
       230, 2.400000000E-01, 3.523365826E-01,-9.356730152E-05
       231, 2.400000000E-01, 3.549845503E-01,-9.227512055E-05
       232, 2.400000000E-01, 3.576325179E-01,-9.073904948E-05
       233, 2.400000000E-01, 3.602804855E-01,-8.889238961E-05
       234, 2.400000000E-01, 3.629284532E-01,-8.668358350E-05
       235, 2.400000000E-01, 3.655764208E-01,-8.405611879E-05
       236, 2.400000000E-01, 3.682243884E-01,-8.095199883E-05
       237, 2.400000000E-01, 3.708723561E-01,-7.733458915E-05
       238, 2.400000000E-01, 3.735203237E-01,-7.315741095E-05
       239, 2.400000000E-01, 3.761682913E-01,-6.836401735E-05
       240, 2.400000000E-01, 3.788162589E-01,-6.291273166E-05
       241, 2.400000000E-01, 3.814642266E-01,-5.680994582E-05
       242, 2.400000000E-01, 3.841121942E-01,-5.004623017E-05
       243, 2.400000000E-01, 3.867601618E-01,-4.238140536E-05
       244, 2.400000000E-01, 3.894081295E-01,-3.381822171E-05
       245, 2.400000000E-01, 3.920560971E-01,-2.552672231E-05
       246, 2.400000000E-01, 3.947040647E-01,-8.115295714E-06
       247, 2.400000000E-01, 3.973520324E-01,-1.427104326E-05
       248, 2.400000000E-01, 4.000000000E-01,-3.420461144E-05
