nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
        65, 2.296565672E-01, 1.999999918E-02, 3.904406190E+00
        66, 2.294949497E-01, 1.999999918E-02, 3.904243171E+00
        67, 2.293333322E-01, 1.999999918E-02, 3.904079854E+00
        68, 2.291717297E-01, 1.999999918E-02, 3.903916784E+00
        69, 2.290101164E-01, 1.999999959E-02, 3.907776549E+00
        70, 2.288484917E-01, 1.999999903E-02, 3.915392339E+00
        71, 2.286868683E-01, 1.999999858E-02, 3.923007905E+00
        72, 2.285252568E-01, 1.999999918E-02, 3.930623949E+00
        73, 2.283636454E-01, 1.999999978E-02, 3.938239813E+00
        74, 2.282020203E-01, 1.999999918E-02, 3.945855498E+00
        75, 2.280403951E-01, 1.999999858E-02, 3.953471303E+00
        76, 2.278787985E-01, 1.999999918E-02, 3.961086392E+00
        77, 2.277171871E-01, 1.999999978E-02, 3.968702435E+00
        78, 2.275555619E-01, 1.999999918E-02, 3.976318240E+00
        79, 2.273939436E-01, 1.999999918E-02, 3.983933926E+00
        80, 2.272323254E-01, 1.999999918E-02, 3.991549850E+00
        81, 2.270707070E-01, 1.999999918E-02, 3.999165654E+00
        82, 2.269090888E-01, 1.999999918E-02, 4.006781340E+00
        83, 2.267474704E-01, 1.999999918E-02, 4.014397264E+00
        84, 2.265858670E-01, 1.999999918E-02, 4.022012293E+00
        85, 2.264242487E-01, 1.999999918E-02, 4.029628217E+00
        86, 2.262626305E-01, 1.999999918E-02, 4.037243940E+00
        87, 2.261010079E-01, 1.999999881E-02, 4.046465188E+00
        88, 2.259393972E-01, 1.999999948E-02, 4.056755632E+00
        89, 2.257777722E-01, 1.999999888E-02, 4.067045569E+00
        90, 2.256161606E-01, 1.999999948E-02, 4.077335954E+00
        91, 2.254545389E-01, 1.999999918E-02, 4.087625980E+00
        92, 2.252929355E-01, 1.999999918E-02, 4.097915411E+00
        93, 2.251313240E-01, 1.999999978E-02, 4.108205557E+00
        94, 2.249696990E-01, 1.999999918E-02, 4.118495703E+00
        95, 2.248080806E-01, 1.999999918E-02, 4.128785849E+00
        96, 2.246464624E-01, 1.999999918E-02, 4.139075994E+00
        97, 2.244848440E-01, 1.999999918E-02, 4.149366260E+00
        98, 2.243232258E-01, 1.999999918E-02, 4.159656525E+00
        99, 2.241616074E-01, 1.999999918E-02, 4.169946551E+00
       100, 2.240000041E-01, 1.999999918E-02, 4.180235863E+00
