nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.400000000E-01, 1.999999918E-02, 3.266902240E-06
         2, 2.398383670E-01, 1.999999896E-02, 2.402898744E-01
         3, 2.396767712E-01, 1.999999884E-02, 7.780570835E-01
         4, 2.395151588E-01, 1.999999918E-02, 1.147864521E+00
         5, 2.393535470E-01, 1.999999959E-02, 1.502135560E+00
         6, 2.391919290E-01, 1.999999978E-02, 1.652816057E+00
         7, 2.390303017E-01, 1.999999918E-02, 1.803496540E+00
         8, 2.388686814E-01, 1.999999918E-02, 1.954176992E+00
         9, 2.387070643E-01, 1.999999942E-02, 2.095753346E+00
        10, 2.385454431E-01, 1.999999918E-02, 2.164420962E+00
        11, 2.383838326E-01, 1.999999858E-02, 2.233082116E+00
        12, 2.382222143E-01, 1.999999858E-02, 2.301749706E+00
        13, 2.380606030E-01, 1.999999918E-02, 2.370417356E+00
        14, 2.378989847E-01, 1.999999918E-02, 2.439084888E+00
        15, 2.377373664E-01, 1.999999918E-02, 2.507752359E+00
        16, 2.375757481E-01, 1.999999918E-02, 2.576419935E+00
        17, 2.374141354E-01, 1.999999965E-02, 2.637240175E+00
        18, 2.372525143E-01, 1.999999933E-02, 2.664829522E+00
        19, 2.370909136E-01, 1.999999948E-02, 2.692416281E+00
        20, 2.369292927E-01, 1.999999918E-02, 2.720005631E+00
        21, 2.367676752E-01, 1.999999918E-02, 2.747595012E+00
        22, 2.366060650E-01, 1.999999978E-02, 2.775184631E+00
        23, 2.364444475E-01, 1.999999978E-02, 2.802773952E+00
        24, 2.362828231E-01, 1.999999918E-02, 2.830363154E+00
        25, 2.361212057E-01, 1.999999918E-02, 2.857952595E+00
        26, 2.359595883E-01, 1.999999918E-02, 2.885542035E+00
        27, 2.357979858E-01, 1.999999918E-02, 2.913128912E+00
        28, 2.356363684E-01, 1.999999918E-02, 2.940718174E+00
        29, 2.354747510E-01, 1.999999918E-02, 2.968307734E+00
        30, 2.353131337E-01, 1.999999918E-02, 2.995896965E+00
        31, 2.351515163E-01, 1.999999918E-02, 3.023486286E+00
        32, 2.349898989E-01, 1.999999918E-02, 3.051075839E+00
        33, 2.348282855E-01, 1.999999955E-02, 3.071440741E+00
        34, 2.346666611E-01, 1.999999903E-02, 3.078448042E+00
