nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.399999807E-01, 3.999999879E-02, 3.716016753E-06
         2, 2.398383741E-01, 4.000000029E-02, 2.683782382E-01
         3, 2.396767712E-01, 3.999999887E-02, 7.952326257E-01
         4, 2.395151588E-01, 3.999999954E-02, 1.164678663E+00
         5, 2.393535470E-01, 4.000000037E-02, 1.523117116E+00
         6, 2.391919237E-01, 3.999999984E-02, 1.737310767E+00
         7, 2.390303017E-01, 3.999999954E-02, 1.951504469E+00
         8, 2.388686814E-01, 3.999999953E-02, 2.165698096E+00
         9, 2.387070572E-01, 3.999999883E-02, 2.365789993E+00
        10, 2.385454431E-01, 3.999999955E-02, 2.452950105E+00
        11, 2.383838397E-01, 3.999999954E-02, 2.540102184E+00
        12, 2.382222214E-01, 3.999999953E-02, 2.627262294E+00
        13, 2.380606030E-01, 3.999999954E-02, 2.714422405E+00
        14, 2.378989847E-01, 3.999999954E-02, 2.801582575E+00
        15, 2.377373664E-01, 3.999999955E-02, 2.888742656E+00
        16, 2.375757481E-01, 3.999999953E-02, 2.975902796E+00
        17, 2.374141354E-01, 4.000000048E-02, 3.051908007E+00
        18, 2.372525143E-01, 3.999999983E-02, 3.080676779E+00
        19, 2.370909065E-01, 3.999999894E-02, 3.109442815E+00
        20, 2.369292927E-01, 3.999999953E-02, 3.138211578E+00
        21, 2.367676752E-01, 3.999999954E-02, 3.166980416E+00
        22, 2.366060579E-01, 3.999999954E-02, 3.195749223E+00
        23, 2.364444405E-01, 3.999999955E-02, 3.224517941E+00
        24, 2.362828231E-01, 3.999999954E-02, 3.253286779E+00
        25, 2.361212057E-01, 3.999999954E-02, 3.282055497E+00
        26, 2.359595883E-01, 3.999999954E-02, 3.310824394E+00
        27, 2.357979858E-01, 3.999999953E-02, 3.339590460E+00
        28, 2.356363684E-01, 3.999999955E-02, 3.368359327E+00
        29, 2.354747510E-01, 3.999999954E-02, 3.397128195E+00
        30, 2.353131337E-01, 3.999999953E-02, 3.425896868E+00
        31, 2.351515163E-01, 3.999999955E-02, 3.454665616E+00
        32, 2.349899059E-01, 4.000000074E-02, 3.483434480E+00
        33, 2.348282785E-01, 3.999999910E-02, 3.498979758E+00
        34, 2.346666611E-01, 3.999999923E-02, 3.490075380E+00
        35, 2.345050595E-01, 3.999999955E-02, 3.481171772E+00
        36, 2.343434376E-01, 3.999999895E-02, 3.472267300E+00
        37, 2.341818281E-01, 4.000000044E-02, 3.463363051E+00
        38, 2.340202045E-01, 3.999999954E-02, 3.454458833E+00
        39, 2.338585862E-01, 3.999999954E-02, 3.445554435E+00
        40, 2.336969679E-01, 3.999999955E-02, 3.436650038E+00
        41, 2.335353496E-01, 3.999999954E-02, 3.427745581E+00
        42, 2.333737314E-01, 3.999999954E-02, 3.418841183E+00
        43, 2.332121280E-01, 3.999999954E-02, 3.409937620E+00
        44, 2.330505096E-01, 3.999999955E-02, 3.401033282E+00
        45, 2.328888914E-01, 3.999999953E-02, 3.392128974E+00
        46, 2.327272713E-01, 3.999999923E-02, 3.383224517E+00
        47, 2.325656548E-01, 3.999999954E-02, 3.374320209E+00
        48, 2.324040365E-01, 3.999999955E-02, 3.365415797E+00
        49, 2.322424181E-01, 3.999999955E-02, 3.356511503E+00
        50, 2.320807997E-01, 3.999999950E-02, 3.347607043E+00
        51, 2.319191929E-01, 3.999999886E-02, 3.332144827E+00
        52, 2.317575793E-01, 3.999999953E-02, 3.308131397E+00
        53, 2.315959593E-01, 3.999999909E-02, 3.284117714E+00
        54, 2.314343444E-01, 3.999999953E-02, 3.260104030E+00
        55, 2.312727252E-01, 3.999999924E-02, 3.236090392E+00
        56, 2.311111095E-01, 3.999999954E-02, 3.212076783E+00
        57, 2.309494920E-01, 3.999999954E-02, 3.188063115E+00
        58, 2.307878745E-01, 3.999999954E-02, 3.164049566E+00
        59, 2.306262571E-01, 3.999999954E-02, 3.140035987E+00
        60, 2.304646544E-01, 3.999999954E-02, 3.116024494E+00
        61, 2.303030371E-01, 3.999999954E-02, 3.092010856E+00
        62, 2.301414196E-01, 3.999999953E-02, 3.067997158E+00
        63, 2.299798020E-01, 3.999999955E-02, 3.043983579E+00
        64, 2.298181847E-01, 3.999999954E-02, 3.019970030E+00
        65, 2.296565672E-01, 3.999999953E-02, 2.995956421E+00
        66, 2.294949497E-01, 3.999999955E-02, 2.971942648E+00
        67, 2.293333322E-01, 3.999999954E-02, 2.947929114E+00
        68, 2.291717228E-01, 3.999999835E-02, 2.923917674E+00
        69, 2.290101098E-01, 3.999999920E-02, 2.900863457E+00
        70, 2.288484917E-01, 3.999999924E-02, 2.878705114E+00
        71, 2.286868751E-01, 3.999999955E-02, 2.856546670E+00
        72, 2.285252568E-01, 3.999999953E-02, 2.834388211E+00
        73, 2.283636402E-01, 3.999999984E-02, 2.812229872E+00
        74, 2.282020203E-01, 3.999999954E-02, 2.790071368E+00
        75, 2.280404020E-01, 3.999999955E-02, 2.767912924E+00
        76, 2.278787985E-01, 3.999999954E-02, 2.745756537E+00
        77, 2.277171802E-01, 3.999999954E-02, 2.723598182E+00
        78, 2.275555620E-01, 3.999999954E-02, 2.701439798E+00
        79, 2.273939436E-01, 3.999999953E-02, 2.679281354E+00
        80, 2.272323254E-01, 3.999999954E-02, 2.657122910E+00
        81, 2.270707070E-01, 3.999999954E-02, 2.634964466E+00
        82, 2.269090888E-01, 3.999999955E-02, 2.612806052E+00
        83, 2.267474704E-01, 3.999999953E-02, 2.590647638E+00
        84, 2.265858662E-01, 3.999999938E-02, 2.568491295E+00
        85, 2.264242554E-01, 4.000000074E-02, 2.546332888E+00
        86, 2.262626305E-01, 3.999999954E-02, 2.524174402E+00
        87, 2.261010079E-01, 3.999999879E-02, 2.504166607E+00
        88, 2.259393905E-01, 3.999999894E-02, 2.485590525E+00
        89, 2.257777722E-01, 3.999999895E-02, 2.467014506E+00
        90, 2.256161606E-01, 4.000000014E-02, 2.448438630E+00
        91, 2.254545406E-01, 3.999999984E-02, 2.429862529E+00
        92, 2.252929355E-01, 3.999999954E-02, 2.411288232E+00
        93, 2.251313173E-01, 3.999999954E-02, 2.392712265E+00
        94, 2.249696990E-01, 3.999999955E-02, 2.374136239E+00
        95, 2.248080806E-01, 3.999999954E-02, 2.355560213E+00
        96, 2.246464624E-01, 3.999999954E-02, 2.336984277E+00
        97, 2.244848440E-01, 3.999999955E-02, 2.318408191E+00
        98, 2.243232258E-01, 3.999999953E-02, 2.299832225E+00
        99, 2.241616074E-01, 3.999999953E-02, 2.281256199E+00
       100, 2.240000024E-01, 3.999999923E-02, 2.262681901E+00
