nodenumber,    x-coordinate,    y-coordinate,      wall-shear
       223, 2.400000000E-01, 3.338008092E-01, 1.802142151E-02
       224, 2.400000000E-01, 3.364487768E-01, 1.773587987E-02
       225, 2.400000000E-01, 3.390967445E-01, 1.744998060E-02
       226, 2.400000000E-01, 3.417447121E-01, 1.717050374E-02
       227, 2.400000000E-01, 3.443926797E-01, 1.690479554E-02
       228, 2.400000000E-01, 3.470406474E-01, 1.664812677E-02
       229, 2.400000000E-01, 3.496886150E-01, 1.638993248E-02
       230, 2.400000000E-01, 3.523365826E-01, 1.613061503E-02
       231, 2.400000000E-01, 3.549845503E-01, 1.587944850E-02
       232, 2.400000000E-01, 3.576325179E-01, 1.563817076E-02
       233, 2.400000000E-01, 3.602804855E-01, 1.540560462E-02
       234, 2.400000000E-01, 3.629284532E-01, 1.517814305E-02
       235, 2.400000000E-01, 3.655764208E-01, 1.495847106E-02
       236, 2.400000000E-01, 3.682243884E-01, 1.474619377E-02
       237, 2.400000000E-01, 3.708723561E-01, 1.452920958E-02
       238, 2.400000000E-01, 3.735203237E-01, 1.430956554E-02
       239, 2.400000000E-01, 3.761682913E-01, 1.410424896E-02
       240, 2.400000000E-01, 3.788162589E-01, 1.391186938E-02
       241, 2.400000000E-01, 3.814642266E-01, 1.371160522E-02
       242, 2.400000000E-01, 3.841121942E-01, 1.349797007E-02
       243, 2.400000000E-01, 3.867601618E-01, 1.328674145E-02
       244, 2.400000000E-01, 3.894081295E-01, 1.308569219E-02
       245, 2.400000000E-01, 3.920560971E-01, 1.288425084E-02
       246, 2.400000000E-01, 3.947040647E-01, 1.268041879E-02
       247, 2.400000000E-01, 3.973520324E-01, 1.253840234E-02
       248, 2.400000000E-01, 4.000000000E-01, 1.249729935E-02
