nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 2.399999807E-01, 3.999999879E-02, 4.188754829E-04
         2, 2.398383741E-01, 4.000000029E-02, 3.772928998E+00
         3, 2.396767712E-01, 3.999999887E-02, 5.448526256E+00
         4, 2.395151588E-01, 3.999999954E-02, 5.845136404E+00
         5, 2.393535470E-01, 4.000000037E-02, 6.213306788E+00
         6, 2.391919237E-01, 3.999999984E-02, 6.208798587E+00
         7, 2.390303017E-01, 3.999999954E-02, 6.204290748E+00
         8, 2.388686814E-01, 3.999999953E-02, 6.199782729E+00
         9, 2.387070572E-01, 3.999999883E-02, 6.190479949E+00
        10, 2.385454431E-01, 3.999999955E-02, 6.142779768E+00
        11, 2.383838397E-01, 3.999999954E-02, 6.095083833E+00
        12, 2.382222214E-01, 3.999999953E-02, 6.047383428E+00
        13, 2.380606030E-01, 3.999999954E-02, 5.999683142E+00
        14, 2.378989847E-01, 3.999999954E-02, 5.951982856E+00
        15, 2.377373664E-01, 3.999999955E-02, 5.904282212E+00
        16, 2.375757481E-01, 3.999999953E-02, 5.856582046E+00
        17, 2.374141354E-01, 4.000000048E-02, 5.806864819E+00
        18, 2.372525143E-01, 3.999999983E-02, 5.748606294E+00
        19, 2.370909065E-01, 3.999999894E-02, 5.690353155E+00
        20, 2.369292927E-01, 3.999999953E-02, 5.632094920E+00
        21, 2.367676752E-01, 3.999999954E-02, 5.573836327E+00
        22, 2.366060579E-01, 3.999999954E-02, 5.515577972E+00
        23, 2.364444405E-01, 3.999999955E-02, 5.457319498E+00
        24, 2.362828231E-01, 3.999999954E-02, 5.399061203E+00
        25, 2.361212057E-01, 3.999999954E-02, 5.340802908E+00
        26, 2.359595883E-01, 3.999999954E-02, 5.282544374E+00
        27, 2.357979858E-01, 3.999999953E-02, 5.224291325E+00
        28, 2.356363684E-01, 3.999999955E-02, 5.166032970E+00
        29, 2.354747510E-01, 3.999999954E-02, 5.107774615E+00
        30, 2.353131337E-01, 3.999999953E-02, 5.049516231E+00
        31, 2.351515163E-01, 3.999999955E-02, 4.991257817E+00
        32, 2.349899059E-01, 4.000000074E-02, 4.932999544E+00
        33, 2.348282785E-01, 3.999999910E-02, 4.875874218E+00
        34, 2.346666611E-01, 3.999999923E-02, 4.820844635E+00
        35, 2.345050595E-01, 3.999999955E-02, 4.765820175E+00
        36, 2.343434376E-01, 3.999999895E-02, 4.710790277E+00
        37, 2.341818281E-01, 4.000000044E-02, 4.655760825E+00
        38, 2.340202045E-01, 3.999999954E-02, 4.600731015E+00
        39, 2.338585862E-01, 3.999999954E-02, 4.545701444E+00
        40, 2.336969679E-01, 3.999999955E-02, 4.490671694E+00
        41, 2.335353496E-01, 3.999999954E-02, 4.435642064E+00
        42, 2.333737314E-01, 3.999999954E-02, 4.380612373E+00
        43, 2.332121280E-01, 3.999999954E-02, 4.325587809E+00
        44, 2.330505096E-01, 3.999999955E-02, 4.270558178E+00
        45, 2.328888914E-01, 3.999999953E-02, 4.215528369E+00
        46, 2.327272713E-01, 3.999999923E-02, 4.160498738E+00
        47, 2.325656548E-01, 3.999999954E-02, 4.105469257E+00
        48, 2.324040365E-01, 3.999999955E-02, 4.050439417E+00
        49, 2.322424181E-01, 3.999999955E-02, 3.995409817E+00
        50, 2.320807997E-01, 3.999999950E-02, 3.940380141E+00
        51, 2.319191929E-01, 3.999999886E-02, 3.891919836E+00
        52, 2.317575793E-01, 3.999999953E-02, 3.852012940E+00
        53, 2.315959593E-01, 3.999999909E-02, 3.812105924E+00
        54, 2.314343444E-01, 3.999999953E-02, 3.772198886E+00
        55, 2.312727252E-01, 3.999999924E-02, 3.732291788E+00
        56, 2.311111095E-01, 3.999999954E-02, 3.692384869E+00
        57, 2.309494920E-01, 3.999999954E-02, 3.652477860E+00
        58, 2.307878745E-01, 3.999999954E-02, 3.612570763E+00
        59, 2.306262571E-01, 3.999999954E-02, 3.572663784E+00
        60, 2.304646544E-01, 3.999999954E-02, 3.532760441E+00
        61, 2.303030371E-01, 3.999999954E-02, 3.492853343E+00
        62, 2.301414196E-01, 3.999999953E-02, 3.452946365E+00
        63, 2.299798020E-01, 3.999999955E-02, 3.413039327E+00
        64, 2.298181847E-01, 3.999999954E-02, 3.373132378E+00
        65, 2.296565672E-01, 3.999999953E-02, 3.333225340E+00
        66, 2.294949497E-01, 3.999999955E-02, 3.293318316E+00
        67, 2.293333322E-01, 3.999999954E-02, 3.253411278E+00
        68, 2.291717228E-01, 3.999999835E-02, 3.213507827E+00
        69, 2.290101098E-01, 3.999999920E-02, 3.180554330E+00
        70, 2.288484917E-01, 3.999999924E-02, 3.154093243E+00
        71, 2.286868751E-01, 3.999999955E-02, 3.127631932E+00
        72, 2.285252568E-01, 3.999999953E-02, 3.101170748E+00
        73, 2.283636402E-01, 3.999999984E-02, 3.074709535E+00
        74, 2.282020203E-01, 3.999999954E-02, 3.048248172E+00
        75, 2.280404020E-01, 3.999999955E-02, 3.021786988E+00
        76, 2.278787985E-01, 3.999999954E-02, 2.995328128E+00
        77, 2.277171802E-01, 3.999999954E-02, 2.968866944E+00
        78, 2.275555620E-01, 3.999999954E-02, 2.942405701E+00
        79, 2.273939436E-01, 3.999999953E-02, 2.915944457E+00
        80, 2.272323254E-01, 3.999999954E-02, 2.889483273E+00
        81, 2.270707070E-01, 3.999999954E-02, 2.863022059E+00
        82, 2.269090888E-01, 3.999999955E-02, 2.836560845E+00
        83, 2.267474704E-01, 3.999999953E-02, 2.810099632E+00
        84, 2.265858662E-01, 3.999999938E-02, 2.783640742E+00
        85, 2.264242554E-01, 4.000000074E-02, 2.757179625E+00
        86, 2.262626305E-01, 3.999999954E-02, 2.730718337E+00
        87, 2.261010079E-01, 3.999999879E-02, 2.709434945E+00
        88, 2.259393905E-01, 3.999999894E-02, 2.691599116E+00
