nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.400000000E-01, 1.199999966E-01, 2.270710873E-07
         2, 2.398383786E-01, 1.200000015E-01, 2.557223052E-02
         3, 2.396767727E-01, 1.200000028E-01, 1.325602110E-01
         4, 2.395151493E-01, 1.199999993E-01, 2.465401450E-01
         5, 2.393535362E-01, 1.200000010E-01, 3.574607250E-01
         6, 2.391919204E-01, 1.200000013E-01, 4.283475131E-01
         7, 2.390302999E-01, 1.199999993E-01, 4.992342982E-01
         8, 2.388686835E-01, 1.199999993E-01, 5.701210983E-01
         9, 2.387070676E-01, 1.199999999E-01, 6.386340769E-01
        10, 2.385454462E-01, 1.199999992E-01, 6.881365953E-01
        11, 2.383838410E-01, 1.199999993E-01, 7.376345638E-01
        12, 2.382222199E-01, 1.199999989E-01, 7.871371023E-01
        13, 2.380606006E-01, 1.199999993E-01, 8.366396390E-01
        14, 2.378989725E-01, 1.199999953E-01, 8.861421160E-01
        15, 2.377373633E-01, 1.200000009E-01, 9.356446844E-01
        16, 2.375757360E-01, 1.199999973E-01, 9.851472429E-01
        17, 2.374141167E-01, 1.199999974E-01, 1.030112925E+00
        18, 2.372525003E-01, 1.199999974E-01, 1.055878699E+00
        19, 2.370908976E-01, 1.199999969E-01, 1.081642130E+00
        20, 2.369292794E-01, 1.199999960E-01, 1.107407907E+00
        21, 2.367676776E-01, 1.200000034E-01, 1.133173741E+00
        22, 2.366060531E-01, 1.199999993E-01, 1.158939451E+00
        23, 2.364444296E-01, 1.199999958E-01, 1.184705168E+00
        24, 2.362828202E-01, 1.199999993E-01, 1.210471027E+00
        25, 2.361212038E-01, 1.199999993E-01, 1.236236829E+00
        26, 2.359595873E-01, 1.199999993E-01, 1.262002606E+00
        27, 2.357979928E-01, 1.200000029E-01, 1.287766017E+00
        28, 2.356363685E-01, 1.199999989E-01, 1.313531779E+00
        29, 2.354747459E-01, 1.199999958E-01, 1.339297486E+00
        30, 2.353131390E-01, 1.200000007E-01, 1.365063397E+00
        31, 2.351515165E-01, 1.199999975E-01, 1.390829045E+00
        32, 2.349899104E-01, 1.200000029E-01, 1.416594883E+00
        33, 2.348282910E-01, 1.200000017E-01, 1.436920367E+00
        34, 2.346666622E-01, 1.199999963E-01, 1.447186627E+00
        35, 2.345050597E-01, 1.199999968E-01, 1.457452115E+00
        36, 2.343434464E-01, 1.199999993E-01, 1.467718598E+00
        37, 2.341818307E-01, 1.200000007E-01, 1.477985043E+00
        38, 2.340202037E-01, 1.199999962E-01, 1.488251347E+00
        39, 2.338585914E-01, 1.199999993E-01, 1.498517819E+00
        40, 2.336969723E-01, 1.199999989E-01, 1.508784205E+00
        41, 2.335353548E-01, 1.199999993E-01, 1.519050658E+00
        42, 2.333737366E-01, 1.199999993E-01, 1.529317111E+00
        43, 2.332121263E-01, 1.199999958E-01, 1.539582439E+00
        44, 2.330505140E-01, 1.199999989E-01, 1.549848914E+00
        45, 2.328888975E-01, 1.199999998E-01, 1.560115397E+00
        46, 2.327272717E-01, 1.199999960E-01, 1.570381671E+00
        47, 2.325656566E-01, 1.199999975E-01, 1.580648137E+00
        48, 2.324040451E-01, 1.200000011E-01, 1.590914657E+00
        49, 2.322424163E-01, 1.199999958E-01, 1.601180923E+00
        50, 2.320808017E-01, 1.199999976E-01, 1.611447403E+00
        51, 2.319192080E-01, 1.200000026E-01, 1.617124953E+00
        52, 2.317575792E-01, 1.199999972E-01, 1.616821696E+00
        53, 2.315959657E-01, 1.199999997E-01, 1.616518697E+00
        54, 2.314343502E-01, 1.200000011E-01, 1.616215561E+00
        55, 2.312727345E-01, 1.200000024E-01, 1.615912426E+00
        56, 2.311111032E-01, 1.199999958E-01, 1.615609258E+00
        57, 2.309494918E-01, 1.199999993E-01, 1.615306128E+00
        58, 2.307878744E-01, 1.199999998E-01, 1.615003027E+00
        59, 2.306262552E-01, 1.199999993E-01, 1.614699923E+00
        60, 2.304646518E-01, 1.199999993E-01, 1.614396825E+00
        61, 2.303030335E-01, 1.199999993E-01, 1.614093713E+00
