0	0.084365169
0.004	0.279438229
0.008	0.468134907
0.012	0.550460727
0.016	0.58221349
0.02	0.594640466
0.024	0.599741713
0.028	0.601045358
0.032	0.600045814
0.036	0.597855462
0.04	0.59486758
0.044	0.591306908
0.048	0.587319528
0.052	0.583029055
0.056	0.578491684
0.06	0.573741141
0.064	0.568811154
0.068	0.563746678
0.072	0.558581437
0.076	0.553315449
0.08	0.547948737
0.084	0.542492557
0.088	0.536980623
0.092	0.53141296
0.096	0.525755893
0.1	0.520054368
0.104	0.514308413
0.108	0.508506822
0.112	0.502683301
0.116	0.496792978
0.12	0.490880768
0.124	0.484924243
0.128	0.478934676
0.132	0.472900862
0.136	0.466755627
0.14	0.460532702
0.144	0.454075367
0.148	0.447484584
0.152	0.440615017
0.156	0.433545243
0.16	0.426309097
0.164	0.418850979
0.168	0.411349922
0.172	0.403660977
0.176	0.395985465
0.18	0.388256573
0.184	0.380530229
0.188	0.372851314
0.192	0.36523118
0.196	0.357602775
0.2	0.350155987
0.204	0.342723524
0.208	0.335372417
0.212	0.328191752
0.216	0.32101465
0.22	0.313996781
0.224	0.307093803
0.228	0.300194784
0.232	0.293510478
0.236	0.286896704
0.24	0.280298383
0.244	0.273903269
0.248	0.267590087
0.252	0.261281697
0.256	0.255165318
0.26	0.249152804
0.264	0.243145509
0.268	0.237264236
0.272	0.23156361
0.276	0.225857649
0.28	0.220168304
0.284	0.214768383
0.288	0.209374395
0.292	0.203976052
0.296	0.198757556
0.3	0.193675435
0.304	0.188589478
0.308	0.183522031
0.312	0.178730066
0.316	0.173977913
0.32	0.16923385
0.324	0.164530398
0.328	0.160111868
0.332	0.155690648
0.336	0.151289909
0.34	0.146941076
0.344	0.142875764
0.348	0.138809259
0.352	0.134753065
0.356	0.130730076
0.36	0.127008836
0.364	0.123309417
0.368	0.119611297
0.372	0.115930697
0.376	0.11249563
0.38	0.109151947
0.384	0.105822002
0.388	0.102507136
0.392	0.099289985
0.396	0.096308791
0.4	0.093343855
