0	9.17412E-07
0.004	0.027901239
0.008	0.055471187
0.012	0.070940324
0.016	0.080494202
0.02	0.087895049
0.024	0.094024649
0.028	0.099220545
0.032	0.103659424
0.036	0.107564343
0.04	0.111040952
0.044	0.114165266
0.048	0.116990701
0.052	0.119566612
0.056	0.121926076
0.06	0.124088225
0.064	0.126066548
0.068	0.127895904
0.072	0.129595592
0.076	0.131177069
0.08	0.132628698
0.084	0.133960985
0.088	0.135211699
0.092	0.136370739
0.096	0.137415929
0.1	0.138398509
0.104	0.139295635
0.108	0.140102943
0.112	0.140869783
0.116	0.14152844
0.12	0.142145564
0.124	0.142683358
0.128	0.143163294
0.132	0.143588882
0.136	0.143945989
0.14	0.144258462
0.144	0.144500381
0.148	0.144698279
0.152	0.144820375
0.156	0.144884289
0.16	0.144881385
0.164	0.144785501
0.168	0.144654649
0.172	0.144380929
0.176	0.144109611
0.18	0.143679707
0.184	0.143227947
0.188	0.142698104
0.192	0.142080418
0.196	0.14145706
0.2	0.140702394
0.204	0.13993163
0.208	0.139120303
0.212	0.138222038
0.216	0.137317898
0.22	0.136355309
0.224	0.135345462
0.228	0.134328024
0.232	0.133249142
0.236	0.132142347
0.24	0.131026204
0.244	0.129861589
0.248	0.128670084
0.252	0.127470742
0.256	0.126236676
0.26	0.124980325
0.264	0.123707814
0.268	0.122418639
0.272	0.121108794
0.276	0.119784626
0.28	0.118445656
0.284	0.117102156
0.288	0.115743063
0.292	0.11436782
0.296	0.112994461
0.3	0.111623054
0.304	0.110234588
0.308	0.108828408
0.312	0.107454744
0.316	0.106071224
0.32	0.10466942
0.324	0.103256736
0.328	0.101898818
0.332	0.100518372
0.336	0.099118702
0.34	0.09771621
0.344	0.096376291
0.348	0.09501305
0.352	0.093634457
0.356	0.092239823
0.36	0.090924729
0.364	0.089592681
0.368	0.088240527
0.372	0.086867328
0.376	0.085560156
0.38	0.08426417
0.384	0.082947429
0.388	0.081609447
0.392	0.080283238
0.396	0.079028525
0.4	0.077753567
