nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.400000000E-01, 1.199999966E-01, 3.664630981E-05
         2, 2.398383786E-01, 1.200000015E-01, 1.115149810E-01
         3, 2.396767727E-01, 1.200000028E-01, 3.052715185E-01
         4, 2.395151493E-01, 1.199999993E-01, 4.082546635E-01
         5, 2.393535362E-01, 1.200000010E-01, 5.063759971E-01
         6, 2.391919204E-01, 1.200000013E-01, 5.408762842E-01
         7, 2.390302999E-01, 1.199999993E-01, 5.753765479E-01
         8, 2.388686835E-01, 1.199999993E-01, 6.098768460E-01
         9, 2.387070676E-01, 1.199999999E-01, 6.461854475E-01
        10, 2.385454462E-01, 1.199999992E-01, 6.969755283E-01
        11, 2.383838410E-01, 1.199999993E-01, 7.477608938E-01
        12, 2.382222199E-01, 1.199999989E-01, 7.985509820E-01
        13, 2.380606006E-01, 1.199999993E-01, 8.493410349E-01
        14, 2.378989725E-01, 1.199999953E-01, 9.001310635E-01
        15, 2.377373633E-01, 1.200000009E-01, 9.509211397E-01
        16, 2.375757360E-01, 1.199999973E-01, 1.001711208E+00
        17, 2.374141167E-01, 1.199999974E-01, 1.047228248E+00
        18, 2.372525003E-01, 1.199999974E-01, 1.070429596E+00
        19, 2.370908976E-01, 1.199999969E-01, 1.093628861E+00
        20, 2.369292794E-01, 1.199999960E-01, 1.116830235E+00
        21, 2.367676776E-01, 1.200000034E-01, 1.140031662E+00
        22, 2.366060531E-01, 1.199999993E-01, 1.163233049E+00
        23, 2.364444296E-01, 1.199999958E-01, 1.186434377E+00
        24, 2.362828202E-01, 1.199999993E-01, 1.209635798E+00
        25, 2.361212038E-01, 1.199999993E-01, 1.232837159E+00
        26, 2.359595873E-01, 1.199999993E-01, 1.256038550E+00
        27, 2.357979928E-01, 1.200000029E-01, 1.279237837E+00
        28, 2.356363685E-01, 1.199999989E-01, 1.302439161E+00
        29, 2.354747459E-01, 1.199999958E-01, 1.325640513E+00
        30, 2.353131390E-01, 1.200000007E-01, 1.348841976E+00
        31, 2.351515165E-01, 1.199999975E-01, 1.372043322E+00
        32, 2.349899104E-01, 1.200000029E-01, 1.395244748E+00
        33, 2.348282910E-01, 1.200000017E-01, 1.410296056E+00
        34, 2.346666622E-01, 1.199999963E-01, 1.410278410E+00
        35, 2.345050597E-01, 1.199999968E-01, 1.410260709E+00
        36, 2.343434464E-01, 1.199999993E-01, 1.410243070E+00
        37, 2.341818307E-01, 1.200000007E-01, 1.410225350E+00
        38, 2.340202037E-01, 1.199999962E-01, 1.410207678E+00
        39, 2.338585914E-01, 1.199999993E-01, 1.410189990E+00
        40, 2.336969723E-01, 1.199999989E-01, 1.410172328E+00
        41, 2.335353548E-01, 1.199999993E-01, 1.410154648E+00
        42, 2.333737366E-01, 1.199999993E-01, 1.410136968E+00
        43, 2.332121263E-01, 1.199999958E-01, 1.410119221E+00
        44, 2.330505140E-01, 1.199999989E-01, 1.410101622E+00
        45, 2.328888975E-01, 1.199999998E-01, 1.410083920E+00
        46, 2.327272717E-01, 1.199999960E-01, 1.410066169E+00
        47, 2.325656566E-01, 1.199999975E-01, 1.410048548E+00
        48, 2.324040451E-01, 1.200000011E-01, 1.410030920E+00
        49, 2.322424163E-01, 1.199999958E-01, 1.410013156E+00
        50, 2.320808017E-01, 1.199999976E-01, 1.409995483E+00
        51, 2.319192080E-01, 1.200000026E-01, 1.406611494E+00
        52, 2.317575792E-01, 1.199999972E-01, 1.398838405E+00
        53, 2.315959657E-01, 1.199999997E-01, 1.391065307E+00
        54, 2.314343502E-01, 1.200000011E-01, 1.383292329E+00
        55, 2.312727345E-01, 1.200000024E-01, 1.375519346E+00
        56, 2.311111032E-01, 1.199999958E-01, 1.367746294E+00
        57, 2.309494918E-01, 1.199999993E-01, 1.359973270E+00
        58, 2.307878744E-01, 1.199999998E-01, 1.352200277E+00
        59, 2.306262552E-01, 1.199999993E-01, 1.344427280E+00
        60, 2.304646518E-01, 1.199999993E-01, 1.336654924E+00
        61, 2.303030335E-01, 1.199999993E-01, 1.328881901E+00
        62, 2.301414152E-01, 1.199999993E-01, 1.321108937E+00
        63, 2.299798028E-01, 1.200000024E-01, 1.313335959E+00
        64, 2.298181744E-01, 1.199999971E-01, 1.305562880E+00
        65, 2.296565611E-01, 1.199999998E-01, 1.297789907E+00
        66, 2.294949459E-01, 1.200000013E-01, 1.290016884E+00
        67, 2.293333190E-01, 1.199999969E-01, 1.282243792E+00
        68, 2.291717152E-01, 1.199999967E-01, 1.274471584E+00
        69, 2.290101086E-01, 1.200000026E-01, 1.263920034E+00
        70, 2.288484907E-01, 1.200000023E-01, 1.250775193E+00
        71, 2.286868742E-01, 1.200000029E-01, 1.237630469E+00
        72, 2.285252525E-01, 1.200000007E-01, 1.224485587E+00
        73, 2.283636325E-01, 1.199999993E-01, 1.211340796E+00
        74, 2.282020209E-01, 1.200000024E-01, 1.198195990E+00
        75, 2.280403976E-01, 1.199999993E-01, 1.185051158E+00
        76, 2.278787950E-01, 1.199999993E-01, 1.171907589E+00
        77, 2.277171776E-01, 1.199999993E-01, 1.158762757E+00
        78, 2.275555601E-01, 1.199999993E-01, 1.145617928E+00
        79, 2.273939494E-01, 1.200000029E-01, 1.132473152E+00
        80, 2.272323250E-01, 1.199999993E-01, 1.119328294E+00
        81, 2.270707084E-01, 1.199999998E-01, 1.106183525E+00
        82, 2.269090877E-01, 1.199999980E-01, 1.093038701E+00
        83, 2.267474655E-01, 1.199999955E-01, 1.079893859E+00
        84, 2.265858730E-01, 1.200000009E-01, 1.066750269E+00
        85, 2.264242506E-01, 1.199999982E-01, 1.053605496E+00
        86, 2.262626318E-01, 1.199999976E-01, 1.040460658E+00
        87, 2.261010147E-01, 1.199999980E-01, 1.025865412E+00
        88, 2.259394001E-01, 1.200000000E-01, 1.010304462E+00
        89, 2.257777846E-01, 1.200000015E-01, 9.947435660E-01
        90, 2.256161690E-01, 1.200000029E-01, 9.791826624E-01
        91, 2.254545402E-01, 1.199999973E-01, 9.636216424E-01
        92, 2.252929414E-01, 1.199999998E-01, 9.480622001E-01
        93, 2.251313223E-01, 1.199999993E-01, 9.325012211E-01
        94, 2.249697040E-01, 1.199999993E-01, 9.169403166E-01
        95, 2.248080856E-01, 1.199999993E-01, 9.013793506E-01
        96, 2.246464674E-01, 1.199999993E-01, 8.858184479E-01
        97, 2.244848491E-01, 1.199999993E-01, 8.702575155E-01
        98, 2.243232308E-01, 1.199999993E-01, 8.546965830E-01
        99, 2.241616191E-01, 1.200000029E-01, 8.391356505E-01
       100, 2.240000166E-01, 1.200000034E-01, 8.235761486E-01
