nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.400000000E-01, 5.999999898E-02, 2.223269767E-04
         2, 2.398383746E-01, 6.000000016E-02, 5.543194497E-01
         3, 2.396767796E-01, 6.000000010E-02, 9.816369563E-01
         4, 2.395151580E-01, 6.000000073E-02, 1.056366608E+00
         5, 2.393535271E-01, 5.999999886E-02, 1.135739446E+00
         6, 2.391919235E-01, 6.000000206E-02, 1.275871739E+00
         7, 2.390303017E-01, 6.000000073E-02, 1.416004032E+00
         8, 2.388686852E-01, 6.000000073E-02, 1.556136280E+00
         9, 2.387070788E-01, 6.000000330E-02, 1.691486717E+00
        10, 2.385454591E-01, 6.000000296E-02, 1.788541950E+00
        11, 2.383838468E-01, 6.000000073E-02, 1.885588184E+00
        12, 2.382222267E-01, 6.000000028E-02, 1.982643425E+00
        13, 2.380606101E-01, 6.000000073E-02, 2.079698712E+00
        14, 2.378989901E-01, 6.000000028E-02, 2.176753849E+00
        15, 2.377373735E-01, 6.000000073E-02, 2.273809202E+00
        16, 2.375757485E-01, 5.999999905E-02, 2.370864443E+00
        17, 2.374141307E-01, 5.999999919E-02, 2.452021643E+00
        18, 2.372525118E-01, 5.999999905E-02, 2.465858247E+00
        19, 2.370909133E-01, 6.000000028E-02, 2.479693510E+00
        20, 2.369292976E-01, 6.000000095E-02, 2.493530065E+00
        21, 2.367676784E-01, 6.000000073E-02, 2.507366598E+00
        22, 2.366060583E-01, 6.000000028E-02, 2.521203160E+00
        23, 2.364444400E-01, 6.000000028E-02, 2.535039634E+00
        24, 2.362828234E-01, 6.000000073E-02, 2.548876196E+00
        25, 2.361212050E-01, 6.000000073E-02, 2.562712729E+00
        26, 2.359595868E-01, 6.000000073E-02, 2.576549321E+00
        27, 2.357979815E-01, 6.000000029E-02, 2.590384573E+00
        28, 2.356363596E-01, 5.999999939E-02, 2.604220971E+00
        29, 2.354747483E-01, 6.000000117E-02, 2.618057564E+00
        30, 2.353131291E-01, 6.000000095E-02, 2.631894179E+00
        31, 2.351515116E-01, 6.000000117E-02, 2.645730652E+00
        32, 2.349898920E-01, 6.000000084E-02, 2.659567237E+00
        33, 2.348282756E-01, 6.000000131E-02, 2.660712118E+00
        34, 2.346666593E-01, 6.000000185E-02, 2.638400123E+00
        35, 2.345050533E-01, 6.000000117E-02, 2.616090223E+00
        36, 2.343434324E-01, 6.000000050E-02, 2.593778163E+00
        37, 2.341818114E-01, 5.999999984E-02, 2.571466133E+00
        38, 2.340201949E-01, 6.000000028E-02, 2.549154177E+00
        39, 2.338585731E-01, 5.999999939E-02, 2.526842102E+00
        40, 2.336969601E-01, 6.000000073E-02, 2.504530191E+00
        41, 2.335353417E-01, 6.000000073E-02, 2.482218206E+00
        42, 2.333737235E-01, 6.000000073E-02, 2.459906280E+00
        43, 2.332121199E-01, 6.000000073E-02, 2.437596321E+00
        44, 2.330505017E-01, 6.000000073E-02, 2.415284336E+00
        45, 2.328888816E-01, 6.000000029E-02, 2.392972350E+00
        46, 2.327272617E-01, 5.999999984E-02, 2.370660290E+00
        47, 2.325656416E-01, 5.999999939E-02, 2.348348320E+00
        48, 2.324040294E-01, 6.000000094E-02, 2.326036386E+00
        49, 2.322424110E-01, 6.000000095E-02, 2.303724349E+00
        50, 2.320807852E-01, 5.999999900E-02, 2.281412352E+00
        51, 2.319191898E-01, 6.000000098E-02, 2.255150914E+00
        52, 2.317575688E-01, 6.000000008E-02, 2.223737486E+00
        53, 2.315959539E-01, 6.000000073E-02, 2.192324057E+00
        54, 2.314343304E-01, 5.999999918E-02, 2.160910703E+00
        55, 2.312727207E-01, 6.000000118E-02, 2.129497290E+00
        56, 2.311111031E-01, 6.000000117E-02, 2.098083898E+00
        57, 2.309494823E-01, 6.000000028E-02, 2.066670388E+00
        58, 2.307878665E-01, 6.000000073E-02, 2.035257012E+00
        59, 2.306262490E-01, 6.000000073E-02, 2.003843665E+00
        60, 2.304646465E-01, 6.000000073E-02, 1.972433120E+00
        61, 2.303030289E-01, 6.000000073E-02, 1.941019684E+00
        62, 2.301414115E-01, 6.000000073E-02, 1.909606308E+00
        63, 2.299797923E-01, 6.000000028E-02, 1.878192872E+00
        64, 2.298181799E-01, 6.000000162E-02, 1.846779495E+00
        65, 2.296565548E-01, 5.999999961E-02, 1.815366045E+00
        66, 2.294949348E-01, 5.999999894E-02, 1.783952557E+00
        67, 2.293333250E-01, 6.000000095E-02, 1.752539199E+00
        68, 2.291717150E-01, 5.999999899E-02, 1.721128684E+00
        69, 2.290100992E-01, 5.999999955E-02, 1.690871237E+00
        70, 2.288484828E-01, 6.000000007E-02, 1.661692496E+00
        71, 2.286868722E-01, 6.000000206E-02, 1.632513832E+00
        72, 2.285252530E-01, 6.000000184E-02, 1.603335194E+00
        73, 2.283636321E-01, 6.000000117E-02, 1.574156500E+00
        74, 2.282020138E-01, 6.000000118E-02, 1.544977814E+00
        75, 2.280403955E-01, 6.000000118E-02, 1.515799090E+00
        76, 2.278787905E-01, 6.000000073E-02, 1.486623153E+00
        77, 2.277171721E-01, 6.000000073E-02, 1.457444489E+00
        78, 2.275555539E-01, 6.000000073E-02, 1.428265795E+00
        79, 2.273939355E-01, 6.000000073E-02, 1.399087071E+00
        80, 2.272323207E-01, 6.000000162E-02, 1.369908422E+00
        81, 2.270706989E-01, 6.000000073E-02, 1.340729699E+00
        82, 2.269090788E-01, 6.000000028E-02, 1.311550990E+00
        83, 2.267474707E-01, 6.000000296E-02, 1.282372408E+00
        84, 2.265858530E-01, 5.999999916E-02, 1.253196366E+00
        85, 2.264242347E-01, 5.999999917E-02, 1.224017676E+00
        86, 2.262626226E-01, 6.000000078E-02, 1.194839055E+00
        87, 2.261010042E-01, 6.000000079E-02, 1.169373410E+00
        88, 2.259393810E-01, 5.999999949E-02, 1.146379026E+00
        89, 2.257777648E-01, 6.000000006E-02, 1.123384703E+00
        90, 2.256161431E-01, 5.999999918E-02, 1.100390311E+00
        91, 2.254545341E-01, 6.000000162E-02, 1.077396065E+00
        92, 2.252929257E-01, 6.000000029E-02, 1.054403782E+00
        93, 2.251313107E-01, 6.000000118E-02, 1.031409480E+00
        94, 2.249696907E-01, 6.000000073E-02, 1.008415110E+00
        95, 2.248080725E-01, 6.000000073E-02, 9.854207784E-01
        96, 2.246464540E-01, 6.000000073E-02, 9.624264091E-01
        97, 2.244848358E-01, 6.000000073E-02, 9.394320548E-01
        98, 2.243232191E-01, 6.000000118E-02, 9.164377004E-01
        99, 2.241616026E-01, 6.000000162E-02, 8.934434056E-01
       100, 2.239999907E-01, 5.999999939E-02, 8.704511374E-01
