nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.399999807E-01, 3.999999879E-02, 3.563522805E-04
         2, 2.398383741E-01, 4.000000029E-02, 7.752715442E-01
         3, 2.396767712E-01, 3.999999887E-02, 1.201090010E+00
         4, 2.395151588E-01, 3.999999954E-02, 1.251549870E+00
         5, 2.393535470E-01, 4.000000037E-02, 1.313611105E+00
         6, 2.391919237E-01, 3.999999984E-02, 1.527697802E+00
         7, 2.390303017E-01, 3.999999954E-02, 1.741784573E+00
         8, 2.388686814E-01, 3.999999953E-02, 1.955871314E+00
         9, 2.387070572E-01, 3.999999883E-02, 2.157562582E+00
        10, 2.385454431E-01, 3.999999955E-02, 2.259987488E+00
        11, 2.383838397E-01, 3.999999954E-02, 2.362402976E+00
        12, 2.382222214E-01, 3.999999953E-02, 2.464827836E+00
        13, 2.380606030E-01, 3.999999954E-02, 2.567252785E+00
        14, 2.378989847E-01, 3.999999954E-02, 2.669677705E+00
        15, 2.377373664E-01, 3.999999955E-02, 2.772102505E+00
        16, 2.375757481E-01, 3.999999953E-02, 2.874527521E+00
        17, 2.374141354E-01, 4.000000048E-02, 2.958093034E+00
        18, 2.372525143E-01, 3.999999983E-02, 2.961797304E+00
        19, 2.370909065E-01, 3.999999894E-02, 2.965501085E+00
        20, 2.369292927E-01, 3.999999953E-02, 2.969205350E+00
        21, 2.367676752E-01, 3.999999954E-02, 2.972909600E+00
        22, 2.366060579E-01, 3.999999954E-02, 2.976613820E+00
        23, 2.364444405E-01, 3.999999955E-02, 2.980318010E+00
        24, 2.362828231E-01, 3.999999954E-02, 2.984022260E+00
        25, 2.361212057E-01, 3.999999954E-02, 2.987726510E+00
        26, 2.359595883E-01, 3.999999954E-02, 2.991430700E+00
        27, 2.357979858E-01, 3.999999953E-02, 2.995134681E+00
        28, 2.356363684E-01, 3.999999955E-02, 2.998838812E+00
        29, 2.354747510E-01, 3.999999954E-02, 3.002543151E+00
        30, 2.353131337E-01, 3.999999953E-02, 3.006247327E+00
        31, 2.351515163E-01, 3.999999955E-02, 3.009951532E+00
        32, 2.349899059E-01, 4.000000074E-02, 3.013655763E+00
        33, 2.348282785E-01, 3.999999910E-02, 3.005821364E+00
        34, 2.346666611E-01, 3.999999923E-02, 2.976652727E+00
        35, 2.345050595E-01, 3.999999955E-02, 2.947486624E+00
        36, 2.343434376E-01, 3.999999895E-02, 2.918317869E+00
        37, 2.341818281E-01, 4.000000044E-02, 2.889149249E+00
        38, 2.340202045E-01, 3.999999954E-02, 2.859980494E+00
        39, 2.338585862E-01, 3.999999954E-02, 2.830811858E+00
        40, 2.336969679E-01, 3.999999955E-02, 2.801643223E+00
        41, 2.335353496E-01, 3.999999954E-02, 2.772474468E+00
        42, 2.333737314E-01, 3.999999954E-02, 2.743305743E+00
        43, 2.332121280E-01, 3.999999954E-02, 2.714139700E+00
        44, 2.330505096E-01, 3.999999955E-02, 2.684971035E+00
        45, 2.328888914E-01, 3.999999953E-02, 2.655802339E+00
        46, 2.327272713E-01, 3.999999923E-02, 2.626633555E+00
        47, 2.325656548E-01, 3.999999954E-02, 2.597464949E+00
        48, 2.324040365E-01, 3.999999955E-02, 2.568296269E+00
        49, 2.322424181E-01, 3.999999955E-02, 2.539127380E+00
        50, 2.320807997E-01, 3.999999950E-02, 2.509958815E+00
        51, 2.319191929E-01, 3.999999886E-02, 2.480308734E+00
        52, 2.317575793E-01, 3.999999953E-02, 2.450024888E+00
        53, 2.315959593E-01, 3.999999909E-02, 2.419741049E+00
        54, 2.314343444E-01, 3.999999953E-02, 2.389457330E+00
        55, 2.312727252E-01, 3.999999924E-02, 2.359173492E+00
        56, 2.311111095E-01, 3.999999954E-02, 2.328889698E+00
        57, 2.309494920E-01, 3.999999954E-02, 2.298605889E+00
        58, 2.307878745E-01, 3.999999954E-02, 2.268322051E+00
        59, 2.306262571E-01, 3.999999954E-02, 2.238038242E+00
        60, 2.304646544E-01, 3.999999954E-02, 2.207757235E+00
        61, 2.303030371E-01, 3.999999954E-02, 2.177473426E+00
        62, 2.301414196E-01, 3.999999953E-02, 2.147189587E+00
        63, 2.299798020E-01, 3.999999955E-02, 2.116905808E+00
        64, 2.298181847E-01, 3.999999954E-02, 2.086622030E+00
        65, 2.296565672E-01, 3.999999953E-02, 2.056338191E+00
        66, 2.294949497E-01, 3.999999955E-02, 2.026054338E+00
        67, 2.293333322E-01, 3.999999954E-02, 1.995770514E+00
        68, 2.291717228E-01, 3.999999835E-02, 1.965489499E+00
        69, 2.290101098E-01, 3.999999920E-02, 1.939198744E+00
