nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 2.400000000E-01, 1.000000027E-01, 0.000000000E+00
         2, 2.398383737E-01, 1.000000044E-01, 1.788569806E+00
         3, 2.396767784E-01, 1.000000040E-01, 3.090288099E+00
         4, 2.395151588E-01, 1.000000027E-01, 3.739082515E+00
         5, 2.393535398E-01, 1.000000018E-01, 4.350733442E+00
         6, 2.391919139E-01, 9.999999936E-02, 4.475656599E+00
         7, 2.390303017E-01, 1.000000027E-01, 4.600579917E+00
         8, 2.388686770E-01, 1.000000008E-01, 4.725502908E+00
         9, 2.387070644E-01, 1.000000039E-01, 4.831203603E+00
        10, 2.385454440E-01, 1.000000031E-01, 4.782963485E+00
        11, 2.383838433E-01, 1.000000042E-01, 4.734727740E+00
        12, 2.382222214E-01, 1.000000027E-01, 4.686487556E+00
        13, 2.380606030E-01, 1.000000027E-01, 4.638247430E+00
        14, 2.378989830E-01, 1.000000020E-01, 4.590007305E+00
        15, 2.377373655E-01, 1.000000023E-01, 4.541767195E+00
        16, 2.375757476E-01, 1.000000025E-01, 4.493527114E+00
        17, 2.374141319E-01, 1.000000035E-01, 4.443605166E+00
        18, 2.372525068E-01, 1.000000003E-01, 4.386561606E+00
        19, 2.370909175E-01, 1.000000059E-01, 4.329523459E+00
        20, 2.369292918E-01, 1.000000023E-01, 4.272479862E+00
        21, 2.367676699E-01, 1.000000005E-01, 4.215436369E+00
        22, 2.366060649E-01, 1.000000057E-01, 4.158392981E+00
        23, 2.364444405E-01, 1.000000027E-01, 4.101349384E+00
        24, 2.362828231E-01, 1.000000027E-01, 4.044305980E+00
        25, 2.361212057E-01, 1.000000027E-01, 3.987262428E+00
        26, 2.359595883E-01, 1.000000027E-01, 3.930218875E+00
        27, 2.357979911E-01, 1.000000049E-01, 3.873180836E+00
        28, 2.356363614E-01, 9.999999973E-02, 3.816137075E+00
        29, 2.354747475E-01, 1.000000012E-01, 3.759093478E+00
        30, 2.353131302E-01, 1.000000012E-01, 3.702050239E+00
        31, 2.351515154E-01, 1.000000023E-01, 3.645006619E+00
        32, 2.349899021E-01, 1.000000041E-01, 3.587963309E+00
        33, 2.348282822E-01, 1.000000031E-01, 3.533661331E+00
        34, 2.346666677E-01, 1.000000047E-01, 3.484428097E+00
        35, 2.345050560E-01, 1.000000012E-01, 3.435199313E+00
        36, 2.343434403E-01, 1.000000023E-01, 3.385966271E+00
        37, 2.341818246E-01, 1.000000034E-01, 3.336733043E+00
        38, 2.340201993E-01, 1.000000005E-01, 3.287499815E+00
        39, 2.338585845E-01, 1.000000020E-01, 3.238266736E+00
        40, 2.336969662E-01, 1.000000020E-01, 3.189033568E+00
        41, 2.335353497E-01, 1.000000027E-01, 3.139800429E+00
        42, 2.333737313E-01, 1.000000027E-01, 3.090567261E+00
        43, 2.332121280E-01, 1.000000027E-01, 3.041338712E+00
        44, 2.330505097E-01, 1.000000027E-01, 2.992105454E+00
        45, 2.328889001E-01, 1.000000064E-01, 2.942872375E+00
        46, 2.327272696E-01, 1.000000012E-01, 2.893639132E+00
        47, 2.325656496E-01, 1.000000005E-01, 2.844405904E+00
        48, 2.324040408E-01, 1.000000046E-01, 2.795172811E+00
        49, 2.322424107E-01, 9.999999954E-02, 2.745939523E+00
        50, 2.320807963E-01, 1.000000012E-01, 2.696706509E+00
        51, 2.319191999E-01, 1.000000041E-01, 2.649528509E+00
        52, 2.317575755E-01, 1.000000010E-01, 2.605019569E+00
        53, 2.315959662E-01, 1.000000046E-01, 2.560510777E+00
        54, 2.314343409E-01, 1.000000012E-01, 2.516001724E+00
        55, 2.312727304E-01, 1.000000042E-01, 2.471492901E+00
        56, 2.311111060E-01, 1.000000012E-01, 2.426983841E+00
        57, 2.309494903E-01, 1.000000020E-01, 2.382475033E+00
        58, 2.307878745E-01, 1.000000027E-01, 2.337966040E+00
        59, 2.306262571E-01, 1.000000027E-01, 2.293457180E+00
        60, 2.304646545E-01, 1.000000027E-01, 2.248952359E+00
        61, 2.303030371E-01, 1.000000027E-01, 2.204443470E+00
        62, 2.301414212E-01, 1.000000035E-01, 2.159934536E+00
        63, 2.299798106E-01, 1.000000064E-01, 2.115425661E+00
        64, 2.298181924E-01, 1.000000061E-01, 2.070916831E+00
        65, 2.296565638E-01, 1.000000012E-01, 2.026407830E+00
        66, 2.294949497E-01, 1.000000027E-01, 1.981898844E+00
        67, 2.293333351E-01, 1.000000040E-01, 1.937389977E+00
        68, 2.291717296E-01, 1.000000027E-01, 1.892885116E+00
        69, 2.290101062E-01, 1.000000003E-01, 1.851899017E+00
        70, 2.288484926E-01, 1.000000023E-01, 1.814202055E+00
        71, 2.286868777E-01, 1.000000038E-01, 1.776505169E+00
        72, 2.285252645E-01, 1.000000061E-01, 1.738808203E+00
        73, 2.283636351E-01, 1.000000012E-01, 1.701111205E+00
        74, 2.282020203E-01, 1.000000027E-01, 1.663414232E+00
        75, 2.280404088E-01, 1.000000057E-01, 1.625717312E+00
        76, 2.278787985E-01, 1.000000027E-01, 1.588023737E+00
        77, 2.277171802E-01, 1.000000027E-01, 1.550326802E+00
        78, 2.275555619E-01, 1.000000027E-01, 1.512629837E+00
        79, 2.273939436E-01, 1.000000027E-01, 1.474932864E+00
        80, 2.272323236E-01, 1.000000020E-01, 1.437235832E+00
        81, 2.270707137E-01, 1.000000057E-01, 1.399538949E+00
        82, 2.269090812E-01, 9.999999936E-02, 1.361841902E+00
        83, 2.267474712E-01, 1.000000031E-01, 1.324144997E+00
        84, 2.265858641E-01, 1.000000014E-01, 1.286451496E+00
        85, 2.264242487E-01, 1.000000027E-01, 1.248754473E+00
        86, 2.262626338E-01, 1.000000042E-01, 1.211057582E+00
        87, 2.261010146E-01, 1.000000038E-01, 1.178300610E+00
        88, 2.259393867E-01, 9.999999954E-02, 1.148832702E+00
        89, 2.257777713E-01, 1.000000008E-01, 1.119364807E+00
        90, 2.256161564E-01, 1.000000023E-01, 1.089896975E+00
        91, 2.254545313E-01, 9.999999936E-02, 1.060429081E+00
        92, 2.252929322E-01, 1.000000012E-01, 1.030963890E+00
        93, 2.251313173E-01, 1.000000027E-01, 1.001496043E+00
        94, 2.249696989E-01, 1.000000027E-01, 9.720281661E-01
        95, 2.248080806E-01, 1.000000027E-01, 9.425602630E-01
        96, 2.246464623E-01, 1.000000027E-01, 9.130923972E-01
        97, 2.244848440E-01, 1.000000027E-01, 8.836245015E-01
        98, 2.243232208E-01, 1.000000005E-01, 8.541566357E-01
        99, 2.241616074E-01, 1.000000027E-01, 8.246887624E-01
       100, 2.239999999E-01, 1.000000008E-01, 7.952235900E-01
