nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.400000000E-01, 1.999999918E-02, 1.572296751E-04
         2, 2.398383670E-01, 1.999999896E-02, 3.439368717E-01
         3, 2.396767712E-01, 1.999999884E-02, 7.026715204E-01
         4, 2.395151588E-01, 1.999999918E-02, 9.809817374E-01
         5, 2.393535470E-01, 1.999999959E-02, 1.253527682E+00
         6, 2.391919290E-01, 1.999999978E-02, 1.450538456E+00
         7, 2.390303017E-01, 1.999999918E-02, 1.647549212E+00
         8, 2.388686814E-01, 1.999999918E-02, 1.844559938E+00
         9, 2.387070643E-01, 1.999999942E-02, 2.028705459E+00
        10, 2.385454431E-01, 1.999999918E-02, 2.109821796E+00
        11, 2.383838326E-01, 1.999999858E-02, 2.190930605E+00
        12, 2.382222143E-01, 1.999999858E-02, 2.272047043E+00
        13, 2.380606030E-01, 1.999999918E-02, 2.353163540E+00
        14, 2.378989847E-01, 1.999999918E-02, 2.434279919E+00
        15, 2.377373664E-01, 1.999999918E-02, 2.515396386E+00
        16, 2.375757481E-01, 1.999999918E-02, 2.596512720E+00
        17, 2.374141354E-01, 1.999999965E-02, 2.664550979E+00
        18, 2.372525143E-01, 1.999999933E-02, 2.677209064E+00
        19, 2.370909136E-01, 1.999999948E-02, 2.689865977E+00
        20, 2.369292927E-01, 1.999999918E-02, 2.702524066E+00
        21, 2.367676752E-01, 1.999999918E-02, 2.715182185E+00
        22, 2.366060650E-01, 1.999999978E-02, 2.727840364E+00
        23, 2.364444475E-01, 1.999999978E-02, 2.740498543E+00
        24, 2.362828231E-01, 1.999999918E-02, 2.753156424E+00
        25, 2.361212057E-01, 1.999999918E-02, 2.765814543E+00
        26, 2.359595883E-01, 1.999999918E-02, 2.778472662E+00
        27, 2.357979858E-01, 1.999999918E-02, 2.791129589E+00
        28, 2.356363684E-01, 1.999999918E-02, 2.803787708E+00
        29, 2.354747510E-01, 1.999999918E-02, 2.816445768E+00
        30, 2.353131337E-01, 1.999999918E-02, 2.829103798E+00
        31, 2.351515163E-01, 1.999999918E-02, 2.841761887E+00
        32, 2.349898989E-01, 1.999999918E-02, 2.854419991E+00
        33, 2.348282855E-01, 1.999999955E-02, 2.858629424E+00
        34, 2.346666611E-01, 1.999999903E-02, 2.847216919E+00
        35, 2.345050595E-01, 1.999999918E-02, 2.835805714E+00
        36, 2.343434376E-01, 1.999999888E-02, 2.824393243E+00
        37, 2.341818264E-01, 1.999999948E-02, 2.812980950E+00
        38, 2.340202045E-01, 1.999999918E-02, 2.801568449E+00
        39, 2.338585792E-01, 1.999999858E-02, 2.790156066E+00
        40, 2.336969679E-01, 1.999999918E-02, 2.778743744E+00
        41, 2.335353566E-01, 1.999999978E-02, 2.767331481E+00
        42, 2.333737314E-01, 1.999999918E-02, 2.755918980E+00
        43, 2.332121280E-01, 1.999999918E-02, 2.744507670E+00
        44, 2.330505096E-01, 1.999999918E-02, 2.733095288E+00
        45, 2.328888914E-01, 1.999999918E-02, 2.721682966E+00
        46, 2.327272730E-01, 1.999999918E-02, 2.710270524E+00
        47, 2.325656548E-01, 1.999999918E-02, 2.698858142E+00
        48, 2.324040365E-01, 1.999999918E-02, 2.687445819E+00
        49, 2.322424181E-01, 1.999999918E-02, 2.676033497E+00
        50, 2.320807999E-01, 1.999999918E-02, 2.664621100E+00
        51, 2.319191998E-01, 1.999999944E-02, 2.653863907E+00
        52, 2.317575793E-01, 1.999999918E-02, 2.643958271E+00
        53, 2.315959584E-01, 1.999999888E-02, 2.634052843E+00
        54, 2.314343375E-01, 1.999999858E-02, 2.624147207E+00
        55, 2.312727304E-01, 1.999999948E-02, 2.614242017E+00
        56, 2.311111095E-01, 1.999999918E-02, 2.604336500E+00
        57, 2.309494851E-01, 1.999999858E-02, 2.594430923E+00
        58, 2.307878814E-01, 1.999999978E-02, 2.584525585E+00
        59, 2.306262571E-01, 1.999999918E-02, 2.574620008E+00
        60, 2.304646544E-01, 1.999999918E-02, 2.564715505E+00
        61, 2.303030371E-01, 1.999999918E-02, 2.554809928E+00
        62, 2.301414196E-01, 1.999999918E-02, 2.544904530E+00
        63, 2.299798020E-01, 1.999999918E-02, 2.534999073E+00
        64, 2.298181847E-01, 1.999999918E-02, 2.525093555E+00
        65, 2.296565672E-01, 1.999999918E-02, 2.515188158E+00
        66, 2.294949497E-01, 1.999999918E-02, 2.505282700E+00
        67, 2.293333322E-01, 1.999999918E-02, 2.495377257E+00
        68, 2.291717297E-01, 1.999999918E-02, 2.485472724E+00
        69, 2.290101164E-01, 1.999999959E-02, 2.478627987E+00
        70, 2.288484917E-01, 1.999999903E-02, 2.474641129E+00
        71, 2.286868683E-01, 1.999999858E-02, 2.470654279E+00
        72, 2.285252568E-01, 1.999999918E-02, 2.466667652E+00
        73, 2.283636454E-01, 1.999999978E-02, 2.462680936E+00
        74, 2.282020203E-01, 1.999999918E-02, 2.458694160E+00
        75, 2.280403951E-01, 1.999999858E-02, 2.454707325E+00
        76, 2.278787985E-01, 1.999999918E-02, 2.450720906E+00
        77, 2.277171871E-01, 1.999999978E-02, 2.446734190E+00
        78, 2.275555619E-01, 1.999999918E-02, 2.442747355E+00
        79, 2.273939436E-01, 1.999999918E-02, 2.438760519E+00
        80, 2.272323254E-01, 1.999999918E-02, 2.434773862E+00
        81, 2.270707070E-01, 1.999999918E-02, 2.430787027E+00
        82, 2.269090888E-01, 1.999999918E-02, 2.426800251E+00
        83, 2.267474704E-01, 1.999999918E-02, 2.422813416E+00
        84, 2.265858670E-01, 1.999999918E-02, 2.418827057E+00
        85, 2.264242487E-01, 1.999999918E-02, 2.414840236E+00
        86, 2.262626305E-01, 1.999999918E-02, 2.410853554E+00
        87, 2.261010079E-01, 1.999999881E-02, 2.409155980E+00
        88, 2.259393972E-01, 1.999999948E-02, 2.408982709E+00
        89, 2.257777722E-01, 1.999999888E-02, 2.408809453E+00
        90, 2.256161606E-01, 1.999999948E-02, 2.408636272E+00
        91, 2.254545389E-01, 1.999999918E-02, 2.408463061E+00
        92, 2.252929355E-01, 1.999999918E-02, 2.408289790E+00
        93, 2.251313240E-01, 1.999999978E-02, 2.408116639E+00
        94, 2.249696990E-01, 1.999999918E-02, 2.407943368E+00
        95, 2.248080806E-01, 1.999999918E-02, 2.407770157E+00
        96, 2.246464624E-01, 1.999999918E-02, 2.407596827E+00
        97, 2.244848440E-01, 1.999999918E-02, 2.407423615E+00
        98, 2.243232258E-01, 1.999999918E-02, 2.407250404E+00
        99, 2.241616074E-01, 1.999999918E-02, 2.407077134E+00
