nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
        57, 2.309494918E-01, 1.199999993E-01, 2.271924429E+00
        58, 2.307878744E-01, 1.199999998E-01, 2.235847756E+00
        59, 2.306262552E-01, 1.199999993E-01, 2.199771002E+00
        60, 2.304646518E-01, 1.199999993E-01, 2.163697578E+00
        61, 2.303030335E-01, 1.199999993E-01, 2.127620839E+00
        62, 2.301414152E-01, 1.199999993E-01, 2.091544159E+00
        63, 2.299798028E-01, 1.200000024E-01, 2.055467390E+00
        64, 2.298181744E-01, 1.199999971E-01, 2.019390590E+00
        65, 2.296565611E-01, 1.199999998E-01, 1.983313892E+00
        66, 2.294949459E-01, 1.200000013E-01, 1.947237205E+00
        67, 2.293333190E-01, 1.199999969E-01, 1.911160385E+00
        68, 2.291717152E-01, 1.199999967E-01, 1.875086936E+00
        69, 2.290101086E-01, 1.200000026E-01, 1.841068770E+00
        70, 2.288484907E-01, 1.200000023E-01, 1.808971683E+00
        71, 2.286868742E-01, 1.200000029E-01, 1.776874602E+00
        72, 2.285252525E-01, 1.200000007E-01, 1.744777357E+00
        73, 2.283636325E-01, 1.199999993E-01, 1.712680232E+00
        74, 2.282020209E-01, 1.200000024E-01, 1.680583183E+00
        75, 2.280403976E-01, 1.199999993E-01, 1.648486055E+00
        76, 2.278787950E-01, 1.199999993E-01, 1.616391879E+00
        77, 2.277171776E-01, 1.199999993E-01, 1.584294774E+00
        78, 2.275555601E-01, 1.199999993E-01, 1.552197665E+00
        79, 2.273939494E-01, 1.200000029E-01, 1.520100623E+00
        80, 2.272323250E-01, 1.199999993E-01, 1.488003448E+00
        81, 2.270707084E-01, 1.199999998E-01, 1.455906320E+00
        82, 2.269090877E-01, 1.199999980E-01, 1.423809215E+00
        83, 2.267474655E-01, 1.199999955E-01, 1.391712040E+00
        84, 2.265858730E-01, 1.200000009E-01, 1.359617941E+00
        85, 2.264242506E-01, 1.199999982E-01, 1.327520820E+00
        86, 2.262626318E-01, 1.199999976E-01, 1.295423686E+00
        87, 2.261010147E-01, 1.199999980E-01, 1.266459218E+00
        88, 2.259394001E-01, 1.200000000E-01, 1.239580616E+00
        89, 2.257777846E-01, 1.200000015E-01, 1.212701891E+00
        90, 2.256161690E-01, 1.200000029E-01, 1.185823224E+00
        91, 2.254545402E-01, 1.199999973E-01, 1.158944432E+00
        92, 2.252929414E-01, 1.199999998E-01, 1.132068211E+00
        93, 2.251313223E-01, 1.199999993E-01, 1.105189543E+00
        94, 2.249697040E-01, 1.199999993E-01, 1.078310847E+00
        95, 2.248080856E-01, 1.199999993E-01, 1.051432118E+00
        96, 2.246464674E-01, 1.199999993E-01, 1.024553426E+00
        97, 2.244848491E-01, 1.199999993E-01, 9.976746961E-01
        98, 2.243232308E-01, 1.199999993E-01, 9.707960300E-01
        99, 2.241616191E-01, 1.200000029E-01, 9.439173639E-01
       100, 2.240000166E-01, 1.200000034E-01, 9.170411117E-01
