nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 2.400000000E-01, 1.199999966E-01, 0.000000000E+00
         2, 2.398383786E-01, 1.200000015E-01, 1.343880161E+00
         3, 2.396767727E-01, 1.200000028E-01, 2.388805429E+00
         4, 2.395151493E-01, 1.199999993E-01, 2.964053527E+00
         5, 2.393535362E-01, 1.200000010E-01, 3.508662737E+00
         6, 2.391919204E-01, 1.200000013E-01, 3.652340010E+00
         7, 2.390302999E-01, 1.199999993E-01, 3.796017125E+00
         8, 2.388686835E-01, 1.199999993E-01, 3.939694315E+00
         9, 2.387070676E-01, 1.199999999E-01, 4.064489434E+00
        10, 2.385454462E-01, 1.199999992E-01, 4.038069956E+00
        11, 2.383838410E-01, 1.199999993E-01, 4.011652857E+00
        12, 2.382222199E-01, 1.199999989E-01, 3.985233337E+00
        13, 2.380606006E-01, 1.199999993E-01, 3.958813831E+00
        14, 2.378989725E-01, 1.199999953E-01, 3.932394072E+00
        15, 2.377373633E-01, 1.200000009E-01, 3.905974962E+00
        16, 2.375757360E-01, 1.199999973E-01, 3.879555367E+00
        17, 2.374141167E-01, 1.199999974E-01, 3.850007644E+00
        18, 2.372525003E-01, 1.199999974E-01, 3.807220681E+00
        19, 2.370908976E-01, 1.199999969E-01, 3.764437888E+00
        20, 2.369292794E-01, 1.199999960E-01, 3.721651144E+00
        21, 2.367676776E-01, 1.200000034E-01, 3.678864412E+00
        22, 2.366060531E-01, 1.199999993E-01, 3.636077501E+00
        23, 2.364444296E-01, 1.199999958E-01, 3.593290463E+00
        24, 2.362828202E-01, 1.199999993E-01, 3.550503895E+00
        25, 2.361212038E-01, 1.199999993E-01, 3.507717207E+00
        26, 2.359595873E-01, 1.199999993E-01, 3.464930281E+00
        27, 2.357979928E-01, 1.200000029E-01, 3.422147453E+00
        28, 2.356363685E-01, 1.199999989E-01, 3.379360758E+00
        29, 2.354747459E-01, 1.199999958E-01, 3.336573720E+00
        30, 2.353131390E-01, 1.200000007E-01, 3.293787010E+00
        31, 2.351515165E-01, 1.199999975E-01, 3.251000214E+00
        32, 2.349899104E-01, 1.200000029E-01, 3.208213504E+00
        33, 2.348282910E-01, 1.200000017E-01, 3.167193671E+00
        34, 2.346666622E-01, 1.199999963E-01, 3.129441055E+00
        35, 2.345050597E-01, 1.199999968E-01, 3.091691818E+00
        36, 2.343434464E-01, 1.199999993E-01, 3.053939458E+00
        37, 2.341818307E-01, 1.200000007E-01, 3.016186796E+00
        38, 2.340202037E-01, 1.199999962E-01, 2.978434116E+00
        39, 2.338585914E-01, 1.199999993E-01, 2.940681644E+00
        40, 2.336969723E-01, 1.199999989E-01, 2.902928941E+00
        41, 2.335353548E-01, 1.199999993E-01, 2.865176380E+00
        42, 2.333737366E-01, 1.199999993E-01, 2.827423811E+00
        43, 2.332121263E-01, 1.199999958E-01, 2.789674580E+00
        44, 2.330505140E-01, 1.199999989E-01, 2.751922123E+00
        45, 2.328888975E-01, 1.199999998E-01, 2.714169510E+00
        46, 2.327272717E-01, 1.199999960E-01, 2.676416934E+00
        47, 2.325656566E-01, 1.199999975E-01, 2.638664357E+00
        48, 2.324040451E-01, 1.200000011E-01, 2.600911781E+00
        49, 2.322424163E-01, 1.199999958E-01, 2.563159155E+00
        50, 2.320808017E-01, 1.199999976E-01, 2.525406451E+00
        51, 2.319192080E-01, 1.200000026E-01, 2.488385043E+00
        52, 2.317575792E-01, 1.199999972E-01, 2.452308254E+00
        53, 2.315959657E-01, 1.199999997E-01, 2.416231479E+00
        54, 2.314343502E-01, 1.200000011E-01, 2.380154811E+00
        55, 2.312727345E-01, 1.200000024E-01, 2.344078019E+00
        56, 2.311111032E-01, 1.199999958E-01, 2.308001224E+00
