nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 2.400000000E-01, 5.999999898E-02, 0.000000000E+00
         2, 2.398383746E-01, 6.000000016E-02, 3.378994405E+00
         3, 2.396767796E-01, 6.000000010E-02, 5.352100257E+00
         4, 2.395151580E-01, 6.000000073E-02, 6.089675605E+00
         5, 2.393535271E-01, 5.999999886E-02, 6.776493661E+00
         6, 2.391919235E-01, 6.000000206E-02, 6.799127519E+00
         7, 2.390303017E-01, 6.000000073E-02, 6.821760893E+00
         8, 2.388686852E-01, 6.000000073E-02, 6.844394356E+00
         9, 2.387070788E-01, 6.000000330E-02, 6.852059629E+00
        10, 2.385454591E-01, 6.000000296E-02, 6.739850461E+00
        11, 2.383838468E-01, 6.000000073E-02, 6.627651483E+00
        12, 2.382222267E-01, 6.000000028E-02, 6.515442550E+00
        13, 2.380606101E-01, 6.000000073E-02, 6.403233647E+00
        14, 2.378989901E-01, 6.000000028E-02, 6.291024446E+00
        15, 2.377373735E-01, 6.000000073E-02, 6.178815633E+00
        16, 2.375757485E-01, 5.999999905E-02, 6.066606611E+00
        17, 2.374141307E-01, 5.999999919E-02, 5.958566569E+00
        18, 2.372525118E-01, 5.999999905E-02, 5.868180536E+00
        19, 2.370909133E-01, 6.000000028E-02, 5.777802989E+00
        20, 2.369292976E-01, 6.000000095E-02, 5.687417060E+00
        21, 2.367676784E-01, 6.000000073E-02, 5.597031236E+00
        22, 2.366060583E-01, 6.000000028E-02, 5.506645113E+00
        23, 2.364444400E-01, 6.000000028E-02, 5.416258991E+00
        24, 2.362828234E-01, 6.000000073E-02, 5.325873017E+00
        25, 2.361212050E-01, 6.000000073E-02, 5.235487103E+00
        26, 2.359595868E-01, 6.000000073E-02, 5.145101070E+00
        27, 2.357979815E-01, 6.000000029E-02, 5.054723442E+00
        28, 2.356363596E-01, 5.999999939E-02, 4.964337230E+00
        29, 2.354747483E-01, 6.000000117E-02, 4.873951495E+00
        30, 2.353131291E-01, 6.000000095E-02, 4.783565521E+00
        31, 2.351515116E-01, 6.000000117E-02, 4.693179280E+00
        32, 2.349898920E-01, 6.000000084E-02, 4.602793373E+00
        33, 2.348282756E-01, 6.000000131E-02, 4.518867210E+00
        34, 2.346666593E-01, 6.000000185E-02, 4.446879990E+00
        35, 2.345050533E-01, 6.000000117E-02, 4.374899298E+00
        36, 2.343434324E-01, 6.000000050E-02, 4.302911937E+00
        37, 2.341818114E-01, 5.999999984E-02, 4.230924815E+00
        38, 2.340201949E-01, 6.000000028E-02, 4.158937544E+00
        39, 2.338585731E-01, 5.999999939E-02, 4.086950153E+00
