nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.398383707E-01, 7.999999854E-02, 8.939157105E-01
         2, 2.396767739E-01, 7.999999774E-02, 1.552093523E+00
         3, 2.395151588E-01, 7.999999818E-02, 1.664058458E+00
         4, 2.393535471E-01, 7.999999985E-02, 1.771607338E+00
         5, 2.391919286E-01, 8.000000042E-02, 1.821287764E+00
         6, 2.390303016E-01, 7.999999818E-02, 1.870968129E+00
         7, 2.388686850E-01, 7.999999938E-02, 1.920648610E+00
         8, 2.387070563E-01, 7.999999644E-02, 1.972010330E+00
         9, 2.385454398E-01, 7.999999706E-02, 2.036836976E+00
        10, 2.383838397E-01, 7.999999818E-02, 2.101657819E+00
        11, 2.382222143E-01, 7.999999580E-02, 2.166484501E+00
        12, 2.380606030E-01, 7.999999818E-02, 2.231311310E+00
        13, 2.378989843E-01, 7.999999804E-02, 2.296137985E+00
        14, 2.377373626E-01, 7.999999692E-02, 2.360964723E+00
        15, 2.375757550E-01, 8.000000053E-02, 2.425791595E+00
        16, 2.374141292E-01, 7.999999794E-02, 2.481391731E+00
        17, 2.372525157E-01, 7.999999927E-02, 2.497922000E+00
        18, 2.370909027E-01, 7.999999572E-02, 2.514450755E+00
        19, 2.369292924E-01, 7.999999811E-02, 2.530981030E+00
        20, 2.367676825E-01, 8.000000064E-02, 2.547511492E+00
        21, 2.366060650E-01, 8.000000057E-02, 2.564041823E+00
        22, 2.364444409E-01, 7.999999833E-02, 2.580571987E+00
        23, 2.362828236E-01, 7.999999833E-02, 2.597102381E+00
        24, 2.361212057E-01, 7.999999818E-02, 2.613632657E+00
        25, 2.359595883E-01, 7.999999818E-02, 2.630162932E+00
        26, 2.357979788E-01, 7.999999580E-02, 2.646691687E+00
        27, 2.356363679E-01, 7.999999804E-02, 2.663221963E+00
        28, 2.354747582E-01, 8.000000064E-02, 2.679752365E+00
        29, 2.353131335E-01, 7.999999811E-02, 2.696282638E+00
        30, 2.351515219E-01, 8.000000008E-02, 2.712812918E+00
        31, 2.349898963E-01, 7.999999731E-02, 2.729343184E+00
        32, 2.348282794E-01, 7.999999759E-02, 2.726447886E+00
        33, 2.346666684E-01, 8.000000008E-02, 2.687635791E+00
        34, 2.345050649E-01, 8.000000001E-02, 2.648826856E+00
        35, 2.343434409E-01, 7.999999811E-02, 2.610014543E+00
        36, 2.341818159E-01, 7.999999580E-02, 2.571202205E+00
        37, 2.340202050E-01, 7.999999833E-02, 2.532389898E+00
        38, 2.338585792E-01, 7.999999580E-02, 2.493577525E+00
        39, 2.336969679E-01, 7.999999818E-02, 2.454765223E+00
        40, 2.335353566E-01, 8.000000057E-02, 2.415952969E+00
        41, 2.333737313E-01, 7.999999818E-02, 2.377140488E+00
        42, 2.332121275E-01, 7.999999804E-02, 2.338331789E+00
        43, 2.330505166E-01, 8.000000057E-02, 2.299519543E+00
        44, 2.328888983E-01, 8.000000057E-02, 2.260707293E+00
        45, 2.327272802E-01, 8.000000064E-02, 2.221894927E+00
        46, 2.325656483E-01, 7.999999594E-02, 2.183082446E+00
        47, 2.324040328E-01, 7.999999692E-02, 2.144270133E+00
        48, 2.322424146E-01, 7.999999699E-02, 2.105457812E+00
        49, 2.320807974E-01, 7.999999733E-02, 2.066645537E+00
        50, 2.319192032E-01, 8.000000038E-02, 2.024387152E+00
        51, 2.317575860E-01, 8.000000050E-02, 1.977627490E+00
        52, 2.315959683E-01, 8.000000042E-02, 1.930867823E+00
        53, 2.314343483E-01, 7.999999952E-02, 1.884108283E+00
        54, 2.312727306E-01, 7.999999945E-02, 1.837348623E+00
        55, 2.311111095E-01, 7.999999818E-02, 1.790588947E+00
        56, 2.309494920E-01, 7.999999818E-02, 1.743829273E+00
        57, 2.307878745E-01, 7.999999818E-02, 1.697069718E+00
        58, 2.306262571E-01, 7.999999818E-02, 1.650310080E+00
        59, 2.304646544E-01, 7.999999818E-02, 1.603554741E+00
        60, 2.303030306E-01, 7.999999594E-02, 1.556795102E+00
        61, 2.301414127E-01, 7.999999580E-02, 1.510035515E+00
        62, 2.299798089E-01, 8.000000057E-02, 1.463275932E+00
        63, 2.298181881E-01, 7.999999938E-02, 1.416516323E+00
        64, 2.296565670E-01, 7.999999811E-02, 1.369756674E+00
        65, 2.294949460E-01, 7.999999692E-02, 1.322997063E+00
        66, 2.293333267E-01, 7.999999628E-02, 1.276237376E+00
        67, 2.291717340E-01, 7.999999971E-02, 1.229482136E+00
        68, 2.290101123E-01, 7.999999838E-02, 1.190782886E+00
        69, 2.288484866E-01, 7.999999580E-02, 1.159609619E+00
        70, 2.286868756E-01, 7.999999833E-02, 1.128436297E+00
        71, 2.285252634E-01, 8.000000050E-02, 1.097262970E+00
        72, 2.283636385E-01, 7.999999818E-02, 1.066089591E+00
        73, 2.282020275E-01, 8.000000072E-02, 1.034916321E+00
        74, 2.280403948E-01, 7.999999565E-02, 1.003742915E+00
        75, 2.278787981E-01, 7.999999804E-02, 9.725724664E-01
        76, 2.277171802E-01, 7.999999818E-02, 9.413991366E-01
        77, 2.275555619E-01, 7.999999818E-02, 9.102258068E-01
        78, 2.273939435E-01, 7.999999818E-02, 8.790524751E-01
        79, 2.272323253E-01, 7.999999818E-02, 8.478791788E-01
        80, 2.270707142E-01, 8.000000072E-02, 8.167058490E-01
        81, 2.269090917E-01, 7.999999923E-02, 7.855325174E-01
        82, 2.267474769E-01, 8.000000050E-02, 7.543591885E-01
        83, 2.265858739E-01, 8.000000061E-02, 7.231887402E-01
        84, 2.264242439E-01, 7.999999650E-02, 6.920153350E-01
        85, 2.262626254E-01, 7.999999640E-02, 6.608420082E-01
        86, 2.261010112E-01, 7.999999787E-02, 6.379825680E-01
        87, 2.259393991E-01, 8.000000005E-02, 6.206584695E-01
        88, 2.257777718E-01, 7.999999684E-02, 6.033343086E-01
        89, 2.256161606E-01, 7.999999938E-02, 5.860102111E-01
        90, 2.254545393E-01, 7.999999833E-02, 5.686860657E-01
        91, 2.252929355E-01, 7.999999818E-02, 5.513635138E-01
        92, 2.251313244E-01, 8.000000072E-02, 5.340394205E-01
        93, 2.249696918E-01, 7.999999565E-02, 5.167152556E-01
        94, 2.248080806E-01, 7.999999818E-02, 4.993911330E-01
        95, 2.246464690E-01, 8.000000057E-02, 4.820670066E-01
        96, 2.244848373E-01, 7.999999580E-02, 4.647428524E-01
        97, 2.243232191E-01, 7.999999580E-02, 4.474187279E-01
        98, 2.241616011E-01, 7.999999594E-02, 4.300946034E-01
        99, 2.240000005E-01, 7.999999692E-02, 4.127720902E-01
