nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
        69, 2.290100992E-01, 5.999999955E-02, 1.540269337E+00
        70, 2.288484828E-01, 6.000000007E-02, 1.505152157E+00
        71, 2.286868722E-01, 6.000000206E-02, 1.470035031E+00
        72, 2.285252530E-01, 6.000000184E-02, 1.434917785E+00
        73, 2.283636321E-01, 6.000000117E-02, 1.399800546E+00
        74, 2.282020138E-01, 6.000000118E-02, 1.364683330E+00
        75, 2.280403955E-01, 6.000000118E-02, 1.329566061E+00
        76, 2.278787905E-01, 6.000000073E-02, 1.294452116E+00
        77, 2.277171721E-01, 6.000000073E-02, 1.259334877E+00
        78, 2.275555539E-01, 6.000000073E-02, 1.224217698E+00
        79, 2.273939355E-01, 6.000000073E-02, 1.189100400E+00
        80, 2.272323207E-01, 6.000000162E-02, 1.153983220E+00
        81, 2.270706989E-01, 6.000000073E-02, 1.118865967E+00
        82, 2.269090788E-01, 6.000000028E-02, 1.083748743E+00
        83, 2.267474707E-01, 6.000000296E-02, 1.048631586E+00
        84, 2.265858530E-01, 5.999999916E-02, 1.013517506E+00
        85, 2.264242347E-01, 5.999999917E-02, 9.784003012E-01
        86, 2.262626226E-01, 6.000000078E-02, 9.432831276E-01
        87, 2.261010042E-01, 6.000000079E-02, 9.182160911E-01
        88, 2.259393810E-01, 5.999999949E-02, 8.998378832E-01
        89, 2.257777648E-01, 6.000000006E-02, 8.814597502E-01
        90, 2.256161431E-01, 5.999999918E-02, 8.630815409E-01
        91, 2.254545341E-01, 6.000000162E-02, 8.447034098E-01
        92, 2.252929257E-01, 6.000000029E-02, 8.263268806E-01
        93, 2.251313107E-01, 6.000000118E-02, 8.079487309E-01
        94, 2.249696907E-01, 6.000000073E-02, 7.895705551E-01
        95, 2.248080725E-01, 6.000000073E-02, 7.711923867E-01
        96, 2.246464540E-01, 6.000000073E-02, 7.528141886E-01
        97, 2.244848358E-01, 6.000000073E-02, 7.344360352E-01
        98, 2.243232191E-01, 6.000000118E-02, 7.160578445E-01
        99, 2.241616026E-01, 6.000000162E-02, 6.976796985E-01
       100, 2.239999907E-01, 5.999999939E-02, 6.793031916E-01
