nodenumber,    x-coordinate,    y-coordinate,      wall-shear
       218, 2.400000000E-01, 3.205609711E-01, 1.103081647E-02
       219, 2.400000000E-01, 3.232089387E-01, 2.403726801E-02
       220, 2.400000000E-01, 3.258569063E-01, 7.295785844E-02
       221, 2.400000000E-01, 3.285048740E-01, 1.941775233E-01
       222, 2.400000000E-01, 3.311528416E-01, 1.449820101E-01
       223, 2.400000000E-01, 3.338008092E-01, 1.414757781E-02
       224, 2.400000000E-01, 3.364487768E-01, 1.279101521E-02
       225, 2.400000000E-01, 3.390967445E-01, 1.148163527E-02
       226, 2.400000000E-01, 3.417447121E-01, 1.027933042E-02
       227, 2.400000000E-01, 3.443926797E-01, 9.021320380E-03
       228, 2.400000000E-01, 3.470406474E-01, 7.630562410E-03
       229, 2.400000000E-01, 3.496886150E-01, 7.427135017E-03
       230, 2.400000000E-01, 3.523365826E-01, 1.213787962E-02
       231, 2.400000000E-01, 3.549845503E-01, 2.627394907E-02
       232, 2.400000000E-01, 3.576325179E-01, 6.251990050E-02
       233, 2.400000000E-01, 3.602804855E-01, 1.622935683E-01
       234, 2.400000000E-01, 3.629284532E-01, 1.286134720E-01
       235, 2.400000000E-01, 3.655764208E-01, 1.688617282E-02
       236, 2.400000000E-01, 3.682243884E-01, 1.175324153E-02
       237, 2.400000000E-01, 3.708723561E-01, 1.062130742E-02
       238, 2.400000000E-01, 3.735203237E-01, 9.533510543E-03
       239, 2.400000000E-01, 3.761682913E-01, 8.497999050E-03
       240, 2.400000000E-01, 3.788162589E-01, 7.258187514E-03
       241, 2.400000000E-01, 3.814642266E-01, 6.336355582E-03
       242, 2.400000000E-01, 3.841121942E-01, 9.383350611E-03
       243, 2.400000000E-01, 3.867601618E-01, 2.867824398E-02
       244, 2.400000000E-01, 3.894081295E-01, 7.466823608E-02
       245, 2.400000000E-01, 3.920560971E-01, 5.758653209E-02
       246, 2.400000000E-01, 3.947040647E-01, 9.952326305E-03
       247, 2.400000000E-01, 3.973520324E-01, 8.466688916E-03
       248, 2.400000000E-01, 4.000000000E-01, 7.581761573E-03
