nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.400000000E-01, 1.199999966E-01, 0.000000000E+00
         2, 2.398383786E-01, 1.200000015E-01, 4.444891892E-01
         3, 2.396767727E-01, 1.200000028E-01, 8.985320253E-01
         4, 2.395151493E-01, 1.199999993E-01, 1.045599662E+00
         5, 2.393535362E-01, 1.200000010E-01, 1.183275542E+00
         6, 2.391919204E-01, 1.200000013E-01, 1.198054194E+00
         7, 2.390302999E-01, 1.199999993E-01, 1.212832782E+00
         8, 2.388686835E-01, 1.199999993E-01, 1.227611342E+00
         9, 2.387070676E-01, 1.199999999E-01, 1.244038454E+00
        10, 2.385454462E-01, 1.199999992E-01, 1.273667034E+00
        11, 2.383838410E-01, 1.199999993E-01, 1.303292941E+00
        12, 2.382222199E-01, 1.199999989E-01, 1.332921516E+00
        13, 2.380606006E-01, 1.199999993E-01, 1.362550184E+00
        14, 2.378989725E-01, 1.199999953E-01, 1.392178692E+00
        15, 2.377373633E-01, 1.200000009E-01, 1.421807304E+00
        16, 2.375757360E-01, 1.199999973E-01, 1.451435951E+00
        17, 2.374141167E-01, 1.199999974E-01, 1.478691086E+00
        18, 2.372525003E-01, 1.199999974E-01, 1.495901542E+00
        19, 2.370908976E-01, 1.199999969E-01, 1.513110483E+00
        20, 2.369292794E-01, 1.199999960E-01, 1.530321050E+00
        21, 2.367676776E-01, 1.200000034E-01, 1.547531638E+00
        22, 2.366060531E-01, 1.199999993E-01, 1.564742159E+00
        23, 2.364444296E-01, 1.199999958E-01, 1.581952624E+00
        24, 2.362828202E-01, 1.199999993E-01, 1.599163204E+00
        25, 2.361212038E-01, 1.199999993E-01, 1.616373733E+00
        26, 2.359595873E-01, 1.199999993E-01, 1.633584261E+00
        27, 2.357979928E-01, 1.200000029E-01, 1.650793247E+00
        28, 2.356363685E-01, 1.199999989E-01, 1.668003730E+00
        29, 2.354747459E-01, 1.199999958E-01, 1.685214180E+00
        30, 2.353131390E-01, 1.200000007E-01, 1.702424884E+00
        31, 2.351515165E-01, 1.199999975E-01, 1.719635285E+00
        32, 2.349899104E-01, 1.200000029E-01, 1.736845993E+00
        33, 2.348282910E-01, 1.200000017E-01, 1.744909724E+00
        34, 2.346666622E-01, 1.199999963E-01, 1.736061681E+00
        35, 2.345050597E-01, 1.199999968E-01, 1.727214510E+00
        36, 2.343434464E-01, 1.199999993E-01, 1.718366470E+00
        37, 2.341818307E-01, 1.200000007E-01, 1.709518559E+00
        38, 2.340202037E-01, 1.199999962E-01, 1.700670417E+00
        39, 2.338585914E-01, 1.199999993E-01, 1.691822529E+00
        40, 2.336969723E-01, 1.199999989E-01, 1.682974458E+00
        41, 2.335353548E-01, 1.199999993E-01, 1.674126461E+00
        42, 2.333737366E-01, 1.199999993E-01, 1.665278465E+00
        43, 2.332121263E-01, 1.199999958E-01, 1.656431198E+00
        44, 2.330505140E-01, 1.199999989E-01, 1.647583246E+00
        45, 2.328888975E-01, 1.199999998E-01, 1.638735261E+00
        46, 2.327272717E-01, 1.199999960E-01, 1.629887257E+00
        47, 2.325656566E-01, 1.199999975E-01, 1.621039215E+00
        48, 2.324040451E-01, 1.200000011E-01, 1.612191211E+00
        49, 2.322424163E-01, 1.199999958E-01, 1.603343176E+00
        50, 2.320808017E-01, 1.199999976E-01, 1.594495146E+00
        51, 2.319192080E-01, 1.200000026E-01, 1.579193367E+00
        52, 2.317575792E-01, 1.199999972E-01, 1.555475433E+00
        53, 2.315959657E-01, 1.199999997E-01, 1.531757493E+00
        54, 2.314343502E-01, 1.200000011E-01, 1.508039676E+00
        55, 2.312727345E-01, 1.200000024E-01, 1.484321740E+00
        56, 2.311111032E-01, 1.199999958E-01, 1.460603781E+00
        57, 2.309494918E-01, 1.199999993E-01, 1.436885908E+00
        58, 2.307878744E-01, 1.199999998E-01, 1.413168039E+00
        59, 2.306262552E-01, 1.199999993E-01, 1.389450099E+00
        60, 2.304646518E-01, 1.199999993E-01, 1.365734421E+00
        61, 2.303030335E-01, 1.199999993E-01, 1.342016511E+00
        62, 2.301414152E-01, 1.199999993E-01, 1.318298612E+00
        63, 2.299798028E-01, 1.200000024E-01, 1.294580702E+00
        64, 2.298181744E-01, 1.199999971E-01, 1.270862769E+00
        65, 2.296565611E-01, 1.199999998E-01, 1.247144841E+00
        66, 2.294949459E-01, 1.200000013E-01, 1.223427026E+00
        67, 2.293333190E-01, 1.199999969E-01, 1.199709053E+00
        68, 2.291717152E-01, 1.199999967E-01, 1.175993318E+00
        69, 2.290101086E-01, 1.200000026E-01, 1.153279628E+00
        70, 2.288484907E-01, 1.200000023E-01, 1.131503035E+00
        71, 2.286868742E-01, 1.200000029E-01, 1.109726508E+00
        72, 2.285252525E-01, 1.200000007E-01, 1.087949963E+00
        73, 2.283636325E-01, 1.199999993E-01, 1.066173371E+00
        74, 2.282020209E-01, 1.200000024E-01, 1.044396862E+00
        75, 2.280403976E-01, 1.199999993E-01, 1.022620264E+00
        76, 2.278787950E-01, 1.199999993E-01, 1.000845682E+00
        77, 2.277171776E-01, 1.199999993E-01, 9.790691286E-01
        78, 2.275555601E-01, 1.199999993E-01, 9.572926089E-01
        79, 2.273939494E-01, 1.200000029E-01, 9.355160855E-01
        80, 2.272323250E-01, 1.199999993E-01, 9.137394987E-01
        81, 2.270707084E-01, 1.199999998E-01, 8.919629194E-01
        82, 2.269090877E-01, 1.199999980E-01, 8.701864015E-01
        83, 2.267474655E-01, 1.199999955E-01, 8.484097850E-01
        84, 2.265858730E-01, 1.200000009E-01, 8.266352843E-01
        85, 2.264242506E-01, 1.199999982E-01, 8.048586883E-01
        86, 2.262626318E-01, 1.199999976E-01, 7.830821637E-01
        87, 2.261010147E-01, 1.199999980E-01, 7.649429813E-01
        88, 2.259394001E-01, 1.200000000E-01, 7.492256081E-01
        89, 2.257777846E-01, 1.200000015E-01, 7.335081799E-01
        90, 2.256161690E-01, 1.200000029E-01, 7.177908039E-01
        91, 2.254545402E-01, 1.199999973E-01, 7.020733086E-01
        92, 2.252929414E-01, 1.199999998E-01, 6.863573771E-01
        93, 2.251313223E-01, 1.199999993E-01, 6.706399620E-01
        94, 2.249697040E-01, 1.199999993E-01, 6.549225524E-01
        95, 2.248080856E-01, 1.199999993E-01, 6.392051112E-01
        96, 2.246464674E-01, 1.199999993E-01, 6.234877147E-01
        97, 2.244848491E-01, 1.199999993E-01, 6.077703014E-01
        98, 2.243232308E-01, 1.199999993E-01, 5.920528956E-01
        99, 2.241616191E-01, 1.200000029E-01, 5.763354823E-01
       100, 2.240000166E-01, 1.200000034E-01, 5.606195237E-01
