nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 2.398383707E-01, 7.999999854E-02, 3.074702868E+00
         2, 2.396767739E-01, 7.999999774E-02, 4.812083950E+00
         3, 2.395151588E-01, 7.999999818E-02, 5.426133960E+00
         4, 2.393535471E-01, 7.999999985E-02, 6.000439346E+00
         5, 2.391919286E-01, 8.000000042E-02, 6.053923652E+00
         6, 2.390303016E-01, 7.999999818E-02, 6.107407361E+00
         7, 2.388686850E-01, 7.999999938E-02, 6.160891548E+00
         8, 2.387070563E-01, 7.999999644E-02, 6.200721611E+00
         9, 2.385454398E-01, 7.999999706E-02, 6.131207447E+00
        10, 2.383838397E-01, 7.999999818E-02, 6.061699763E+00
        11, 2.382222143E-01, 7.999999580E-02, 5.992185771E+00
        12, 2.380606030E-01, 7.999999818E-02, 5.922671765E+00
        13, 2.378989843E-01, 7.999999804E-02, 5.853157967E+00
        14, 2.377373626E-01, 7.999999692E-02, 5.783643737E+00
        15, 2.375757550E-01, 8.000000053E-02, 5.714129668E+00
        16, 2.374141292E-01, 7.999999794E-02, 5.638326162E+00
        17, 2.372525157E-01, 7.999999927E-02, 5.535889475E+00
        18, 2.370909027E-01, 7.999999572E-02, 5.433461770E+00
        19, 2.369292924E-01, 7.999999811E-02, 5.331024680E+00
        20, 2.367676825E-01, 8.000000064E-02, 5.228588000E+00
        21, 2.366060650E-01, 8.000000057E-02, 5.126151308E+00
        22, 2.364444409E-01, 7.999999833E-02, 5.023714170E+00
        23, 2.362828236E-01, 7.999999833E-02, 4.921277247E+00
        24, 2.361212057E-01, 7.999999818E-02, 4.818840317E+00
        25, 2.359595883E-01, 7.999999818E-02, 4.716403380E+00
        26, 2.357979788E-01, 7.999999580E-02, 4.613975964E+00
        27, 2.356363679E-01, 7.999999804E-02, 4.511539042E+00
        28, 2.354747582E-01, 8.000000064E-02, 4.409102246E+00
        29, 2.353131335E-01, 7.999999811E-02, 4.306665435E+00
        30, 2.351515219E-01, 8.000000008E-02, 4.204228595E+00
        31, 2.349898963E-01, 7.999999731E-02, 4.101791439E+00
        32, 2.348282794E-01, 7.999999759E-02, 4.003922519E+00
        33, 2.346666684E-01, 8.000000008E-02, 3.914499667E+00
        34, 2.345050649E-01, 8.000000001E-02, 3.825085020E+00
        35, 2.343434409E-01, 7.999999811E-02, 3.735661898E+00
        36, 2.341818159E-01, 7.999999580E-02, 3.646238834E+00
        37, 2.340202050E-01, 7.999999833E-02, 3.556815948E+00
        38, 2.338585792E-01, 7.999999580E-02, 3.467392869E+00
        39, 2.336969679E-01, 7.999999818E-02, 3.377969980E+00
        40, 2.335353566E-01, 8.000000057E-02, 3.288547158E+00
        41, 2.333737313E-01, 7.999999818E-02, 3.199124083E+00
        42, 2.332121275E-01, 7.999999804E-02, 3.109709360E+00
        43, 2.330505166E-01, 8.000000057E-02, 3.020286530E+00
        44, 2.328888983E-01, 8.000000057E-02, 2.930863582E+00
        45, 2.327272802E-01, 8.000000064E-02, 2.841440506E+00
        46, 2.325656483E-01, 7.999999594E-02, 2.752017442E+00
        47, 2.324040328E-01, 7.999999692E-02, 2.662594423E+00
        48, 2.322424146E-01, 7.999999699E-02, 2.573171506E+00
        49, 2.320807974E-01, 7.999999733E-02, 2.483748462E+00
        50, 2.319192032E-01, 8.000000038E-02, 2.407909859E+00
        51, 2.317575860E-01, 8.000000050E-02, 2.349762367E+00
        52, 2.315959683E-01, 8.000000042E-02, 2.291614883E+00
        53, 2.314343483E-01, 7.999999952E-02, 2.233467243E+00
        54, 2.312727306E-01, 7.999999945E-02, 2.175319759E+00
        55, 2.311111095E-01, 7.999999818E-02, 2.117172237E+00
        56, 2.309494920E-01, 7.999999818E-02, 2.059024634E+00
        57, 2.307878745E-01, 7.999999818E-02, 2.000877153E+00
        58, 2.306262571E-01, 7.999999818E-02, 1.942729615E+00
        59, 2.304646544E-01, 7.999999818E-02, 1.884587444E+00
        60, 2.303030306E-01, 7.999999594E-02, 1.826439906E+00
        61, 2.301414127E-01, 7.999999580E-02, 1.768292356E+00
        62, 2.299798089E-01, 8.000000057E-02, 1.710144933E+00
        63, 2.298181881E-01, 7.999999938E-02, 1.651997451E+00
        64, 2.296565670E-01, 7.999999811E-02, 1.593849910E+00
        65, 2.294949460E-01, 7.999999692E-02, 1.535702366E+00
        66, 2.293333267E-01, 7.999999628E-02, 1.477554815E+00
        67, 2.291717340E-01, 7.999999971E-02, 1.419412675E+00
        68, 2.290101123E-01, 7.999999838E-02, 1.374034922E+00
        69, 2.288484866E-01, 7.999999580E-02, 1.340580077E+00
        70, 2.286868756E-01, 7.999999833E-02, 1.307125237E+00
        71, 2.285252634E-01, 8.000000050E-02, 1.273670397E+00
        72, 2.283636385E-01, 7.999999818E-02, 1.240215553E+00
        73, 2.282020275E-01, 8.000000072E-02, 1.206760706E+00
