0	0.106349438
0.004	0.354584274
0.008	0.625550562
0.012	0.774191087
0.016	0.825596282
0.02	0.829339968
0.024	0.819253939
0.028	0.805798888
0.032	0.791547827
0.036	0.776613349
0.04	0.761164187
0.044	0.74572844
0.048	0.730744241
0.052	0.716368872
0.056	0.702624838
0.06	0.689500922
0.064	0.676952269
0.068	0.664844126
0.072	0.653120446
0.076	0.641702664
0.08	0.63065816
0.084	0.619885896
0.088	0.609307351
0.092	0.598922556
0.096	0.588753899
0.1	0.578678012
0.104	0.568717379
0.108	0.558871867
0.112	0.549063389
0.116	0.539347387
0.12	0.529646049
0.124	0.519981381
0.128	0.510331279
0.132	0.500684571
0.136	0.491052224
0.14	0.481423638
0.144	0.471798091
0.148	0.462165276
0.152	0.452569217
0.156	0.44297691
0.16	0.433421798
0.164	0.423914467
0.168	0.41443421
0.172	0.405089419
0.176	0.395750697
0.18	0.38663529
0.184	0.377558669
0.188	0.368640786
0.192	0.359925277
0.196	0.351227442
0.2	0.34292765
0.204	0.334667028
0.208	0.326565413
0.212	0.318807171
0.216	0.311066343
0.22	0.303614283
0.224	0.296385136
0.228	0.289162383
0.232	0.282303269
0.236	0.275590773
0.24	0.268884187
0.244	0.262540223
0.248	0.25630947
0.252	0.250095715
0.256	0.244167594
0.26	0.238384104
0.264	0.232617428
0.268	0.227017193
0.272	0.221658025
0.276	0.216293526
0.28	0.210967044
0.284	0.205975953
0.288	0.200990413
0.292	0.196010847
0.296	0.19122763
0.3	0.186587425
0.304	0.181953108
0.308	0.177324856
0.312	0.172975684
0.316	0.168664063
0.32	0.164347921
0.324	0.160080509
0.328	0.156069363
0.332	0.152053739
0.336	0.148055663
0.34	0.144106361
0.344	0.140369504
0.348	0.136650544
0.352	0.132939014
0.356	0.1292454
0.36	0.125795025
0.364	0.122341297
0.368	0.1189078
0.372	0.115479715
0.376	0.112232829
0.38	0.109053723
0.384	0.105884308
0.388	0.102725026
0.392	0.099635072
0.396	0.096716254
0.4	0.093808601
