nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
        56, 2.311111095E-01, 3.999999954E-02, 3.664132118E+00
        57, 2.309494920E-01, 3.999999954E-02, 3.625352263E+00
        58, 2.307878745E-01, 3.999999954E-02, 3.586572528E+00
        59, 2.306262571E-01, 3.999999954E-02, 3.547792852E+00
        60, 2.304646544E-01, 3.999999954E-02, 3.509016573E+00
        61, 2.303030371E-01, 3.999999954E-02, 3.470236778E+00
        62, 2.301414196E-01, 3.999999953E-02, 3.431456983E+00
        63, 2.299798020E-01, 3.999999955E-02, 3.392677188E+00
        64, 2.298181847E-01, 3.999999954E-02, 3.353897423E+00
        65, 2.296565672E-01, 3.999999953E-02, 3.315117568E+00
        66, 2.294949497E-01, 3.999999955E-02, 3.276337773E+00
        67, 2.293333322E-01, 3.999999954E-02, 3.237557963E+00
        68, 2.291717228E-01, 3.999999835E-02, 3.198781673E+00
        69, 2.290101098E-01, 3.999999920E-02, 3.166431826E+00
        70, 2.288484917E-01, 3.999999924E-02, 3.140085228E+00
        71, 2.286868751E-01, 3.999999955E-02, 3.113738775E+00
        72, 2.285252568E-01, 3.999999953E-02, 3.087392405E+00
        73, 2.283636402E-01, 3.999999984E-02, 3.061045945E+00
        74, 2.282020203E-01, 3.999999954E-02, 3.034699321E+00
        75, 2.280404020E-01, 3.999999955E-02, 3.008352727E+00
        76, 2.278787985E-01, 3.999999954E-02, 2.982008696E+00
        77, 2.277171802E-01, 3.999999954E-02, 2.955662251E+00
        78, 2.275555620E-01, 3.999999954E-02, 2.929315746E+00
        79, 2.273939436E-01, 3.999999953E-02, 2.902969241E+00
        80, 2.272323254E-01, 3.999999954E-02, 2.876622736E+00
        81, 2.270707070E-01, 3.999999954E-02, 2.850276202E+00
        82, 2.269090888E-01, 3.999999955E-02, 2.823929727E+00
        83, 2.267474704E-01, 3.999999953E-02, 2.797583193E+00
        84, 2.265858662E-01, 3.999999938E-02, 2.771239176E+00
        85, 2.264242554E-01, 4.000000074E-02, 2.744892739E+00
        86, 2.262626305E-01, 3.999999954E-02, 2.718546126E+00
        87, 2.261010079E-01, 3.999999879E-02, 2.697375130E+00
        88, 2.259393905E-01, 3.999999894E-02, 2.679650210E+00
        89, 2.257777722E-01, 3.999999895E-02, 2.661925167E+00
        90, 2.256161606E-01, 4.000000014E-02, 2.644200236E+00
        91, 2.254545406E-01, 3.999999984E-02, 2.626475126E+00
        92, 2.252929355E-01, 3.999999954E-02, 2.608751774E+00
        93, 2.251313173E-01, 3.999999954E-02, 2.591026694E+00
        94, 2.249696990E-01, 3.999999955E-02, 2.573301673E+00
        95, 2.248080806E-01, 3.999999954E-02, 2.555576682E+00
        96, 2.246464624E-01, 3.999999954E-02, 2.537851691E+00
        97, 2.244848440E-01, 3.999999955E-02, 2.520126700E+00
        98, 2.243232258E-01, 3.999999953E-02, 2.502401620E+00
        99, 2.241616074E-01, 3.999999953E-02, 2.484676570E+00
       100, 2.240000024E-01, 3.999999923E-02, 2.466953248E+00
