nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
        58, 2.307878665E-01, 6.000000073E-02, 3.204169750E+00
        59, 2.306262490E-01, 6.000000073E-02, 3.156125754E+00
        60, 2.304646465E-01, 6.000000073E-02, 3.108086079E+00
        61, 2.303030289E-01, 6.000000073E-02, 3.060041964E+00
        62, 2.301414115E-01, 6.000000073E-02, 3.011997968E+00
        63, 2.299797923E-01, 6.000000028E-02, 2.963953733E+00
        64, 2.298181799E-01, 6.000000162E-02, 2.915909767E+00
        65, 2.296565548E-01, 5.999999961E-02, 2.867865592E+00
        66, 2.294949348E-01, 5.999999894E-02, 2.819821507E+00
        67, 2.293333250E-01, 6.000000095E-02, 2.771777548E+00
        68, 2.291717150E-01, 5.999999899E-02, 2.723737868E+00
        69, 2.290100992E-01, 5.999999955E-02, 2.680584572E+00
        70, 2.288484828E-01, 6.000000007E-02, 2.641996186E+00
        71, 2.286868722E-01, 6.000000206E-02, 2.603407852E+00
        72, 2.285252530E-01, 6.000000184E-02, 2.564819559E+00
        73, 2.283636321E-01, 6.000000117E-02, 2.526231006E+00
        74, 2.282020138E-01, 6.000000118E-02, 2.487642616E+00
        75, 2.280403955E-01, 6.000000118E-02, 2.449054226E+00
        76, 2.278787905E-01, 6.000000073E-02, 2.410469353E+00
        77, 2.277171721E-01, 6.000000073E-02, 2.371880978E+00
        78, 2.275555539E-01, 6.000000073E-02, 2.333292574E+00
        79, 2.273939355E-01, 6.000000073E-02, 2.294704139E+00
        80, 2.272323207E-01, 6.000000162E-02, 2.256115824E+00
        81, 2.270706989E-01, 6.000000073E-02, 2.217527404E+00
        82, 2.269090788E-01, 6.000000028E-02, 2.178938925E+00
        83, 2.267474707E-01, 6.000000296E-02, 2.140350670E+00
        84, 2.265858530E-01, 5.999999916E-02, 2.101765633E+00
        85, 2.264242347E-01, 5.999999917E-02, 2.063177265E+00
        86, 2.262626226E-01, 6.000000078E-02, 2.024588946E+00
        87, 2.261010042E-01, 6.000000079E-02, 1.991827646E+00
        88, 2.259393810E-01, 5.999999949E-02, 1.962944489E+00
        89, 2.257777648E-01, 6.000000006E-02, 1.934061393E+00
        90, 2.256161431E-01, 5.999999918E-02, 1.905178241E+00
        91, 2.254545341E-01, 6.000000162E-02, 1.876295179E+00
        92, 2.252929257E-01, 6.000000029E-02, 1.847414732E+00
        93, 2.251313107E-01, 6.000000118E-02, 1.818531647E+00
        94, 2.249696907E-01, 6.000000073E-02, 1.789648503E+00
        95, 2.248080725E-01, 6.000000073E-02, 1.760765448E+00
        96, 2.246464540E-01, 6.000000073E-02, 1.731882289E+00
        97, 2.244848358E-01, 6.000000073E-02, 1.702999160E+00
        98, 2.243232191E-01, 6.000000118E-02, 1.674116075E+00
        99, 2.241616026E-01, 6.000000162E-02, 1.645233035E+00
       100, 2.239999907E-01, 5.999999939E-02, 1.616352454E+00
