nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.400000000E-01, 1.999999918E-02, 3.756285594E-07
         2, 2.398383670E-01, 1.999999896E-02, 3.257693676E-02
         3, 2.396767712E-01, 1.999999884E-02, 1.238812348E-01
         4, 2.395151588E-01, 1.999999918E-02, 3.005559184E-01
         5, 2.393535470E-01, 1.999999959E-02, 4.796726368E-01
         6, 2.391919290E-01, 1.999999978E-02, 6.907898784E-01
         7, 2.390303017E-01, 1.999999918E-02, 9.019070715E-01
         8, 2.388686814E-01, 1.999999918E-02, 1.113024332E+00
         9, 2.387070643E-01, 1.999999942E-02, 1.314335331E+00
        10, 2.385454431E-01, 1.999999918E-02, 1.437115222E+00
        11, 2.383838326E-01, 1.999999858E-02, 1.559883833E+00
        12, 2.382222143E-01, 1.999999858E-02, 1.682663858E+00
        13, 2.380606030E-01, 1.999999918E-02, 1.805443943E+00
        14, 2.378989847E-01, 1.999999918E-02, 1.928223759E+00
        15, 2.377373664E-01, 1.999999918E-02, 2.051003784E+00
        16, 2.375757481E-01, 1.999999918E-02, 2.173783779E+00
        17, 2.374141354E-01, 1.999999965E-02, 2.282504421E+00
        18, 2.372525143E-01, 1.999999933E-02, 2.331690431E+00
        19, 2.370909136E-01, 1.999999948E-02, 2.380871803E+00
        20, 2.369292927E-01, 1.999999918E-02, 2.430057704E+00
        21, 2.367676752E-01, 1.999999918E-02, 2.479243636E+00
        22, 2.366060650E-01, 1.999999978E-02, 2.528429627E+00
        23, 2.364444475E-01, 1.999999978E-02, 2.577615619E+00
        24, 2.362828231E-01, 1.999999918E-02, 2.626801372E+00
        25, 2.361212057E-01, 1.999999918E-02, 2.675987363E+00
        26, 2.359595883E-01, 1.999999918E-02, 2.725173354E+00
        27, 2.357979858E-01, 1.999999918E-02, 2.774354696E+00
        28, 2.356363684E-01, 1.999999918E-02, 2.823540568E+00
        29, 2.354747510E-01, 1.999999918E-02, 2.872726679E+00
        30, 2.353131337E-01, 1.999999918E-02, 2.921912462E+00
        31, 2.351515163E-01, 1.999999918E-02, 2.971098348E+00
        32, 2.349898989E-01, 1.999999918E-02, 3.020284459E+00
        33, 2.348282855E-01, 1.999999955E-02, 3.055287383E+00
        34, 2.346666611E-01, 1.999999903E-02, 3.064066127E+00
        35, 2.345050595E-01, 1.999999918E-02, 3.072844297E+00
        36, 2.343434376E-01, 1.999999888E-02, 3.081623316E+00
        37, 2.341818264E-01, 1.999999948E-02, 3.090402305E+00
