nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.399999807E-01, 3.999999879E-02, 6.122798011E-07
         2, 2.398383741E-01, 4.000000029E-02, 5.126854102E-02
         3, 2.396767712E-01, 3.999999887E-02, 1.430281727E-01
         4, 2.395151588E-01, 3.999999954E-02, 2.430848312E-01
         5, 2.393535470E-01, 4.000000037E-02, 3.473003712E-01
         6, 2.391919237E-01, 3.999999984E-02, 5.060138926E-01
         7, 2.390303017E-01, 3.999999954E-02, 6.647273973E-01
         8, 2.388686814E-01, 3.999999953E-02, 8.234409317E-01
         9, 2.387070572E-01, 3.999999883E-02, 9.808107624E-01
        10, 2.385454431E-01, 3.999999955E-02, 1.127420321E+00
        11, 2.383838397E-01, 3.999999954E-02, 1.274016291E+00
        12, 2.382222214E-01, 3.999999953E-02, 1.420625865E+00
        13, 2.380606030E-01, 3.999999954E-02, 1.567235395E+00
        14, 2.378989847E-01, 3.999999954E-02, 1.713844821E+00
        15, 2.377373664E-01, 3.999999955E-02, 1.860454373E+00
        16, 2.375757481E-01, 3.999999953E-02, 2.007063858E+00
        17, 2.374141354E-01, 4.000000048E-02, 2.139322566E+00
        18, 2.372525143E-01, 3.999999983E-02, 2.210811548E+00
        19, 2.370909065E-01, 3.999999894E-02, 2.282293797E+00
        20, 2.369292927E-01, 3.999999953E-02, 2.353782773E+00
        21, 2.367676752E-01, 3.999999954E-02, 2.425271749E+00
        22, 2.366060579E-01, 3.999999954E-02, 2.496760666E+00
        23, 2.364444405E-01, 3.999999955E-02, 2.568249702E+00
        24, 2.362828231E-01, 3.999999954E-02, 2.639738560E+00
        25, 2.361212057E-01, 3.999999954E-02, 2.711227596E+00
        26, 2.359595883E-01, 3.999999954E-02, 2.782716662E+00
        27, 2.357979858E-01, 3.999999953E-02, 2.854198962E+00
        28, 2.356363684E-01, 3.999999955E-02, 2.925687939E+00
        29, 2.354747510E-01, 3.999999954E-02, 2.997176796E+00
        30, 2.353131337E-01, 3.999999953E-02, 3.068665773E+00
        31, 2.351515163E-01, 3.999999955E-02, 3.140154757E+00
        32, 2.349899059E-01, 4.000000074E-02, 3.211643845E+00
        33, 2.348282785E-01, 3.999999910E-02, 3.257445106E+00
        34, 2.346666611E-01, 3.999999923E-02, 3.255750969E+00
        35, 2.345050595E-01, 3.999999955E-02, 3.254057124E+00
        36, 2.343434376E-01, 3.999999895E-02, 3.252363145E+00
        37, 2.341818281E-01, 4.000000044E-02, 3.250669271E+00
        38, 2.340202045E-01, 3.999999954E-02, 3.248975128E+00
        39, 2.338585862E-01, 3.999999954E-02, 3.247281134E+00
        40, 2.336969679E-01, 3.999999955E-02, 3.245587170E+00
        41, 2.335353496E-01, 3.999999954E-02, 3.243893087E+00
        42, 2.333737314E-01, 3.999999954E-02, 3.242199063E+00
        43, 2.332121280E-01, 3.999999954E-02, 3.240505278E+00
        44, 2.330505096E-01, 3.999999955E-02, 3.238811195E+00
        45, 2.328888914E-01, 3.999999953E-02, 3.237117171E+00
        46, 2.327272713E-01, 3.999999923E-02, 3.235423088E+00
        47, 2.325656548E-01, 3.999999954E-02, 3.233729243E+00
        48, 2.324040365E-01, 3.999999955E-02, 3.232035220E+00
        49, 2.322424181E-01, 3.999999955E-02, 3.230341151E+00
        50, 2.320807997E-01, 3.999999950E-02, 3.228647068E+00
        51, 2.319191929E-01, 3.999999886E-02, 3.218320116E+00
        52, 2.317575793E-01, 3.999999953E-02, 3.196737669E+00
        53, 2.315959593E-01, 3.999999909E-02, 3.175155222E+00
        54, 2.314343444E-01, 3.999999953E-02, 3.153572872E+00
        55, 2.312727252E-01, 3.999999924E-02, 3.131990433E+00
        56, 2.311111095E-01, 3.999999954E-02, 3.110408068E+00
        57, 2.309494920E-01, 3.999999954E-02, 3.088825643E+00
        58, 2.307878745E-01, 3.999999954E-02, 3.067243099E+00
        59, 2.306262571E-01, 3.999999954E-02, 3.045660675E+00
        60, 2.304646544E-01, 3.999999954E-02, 3.024080276E+00
        61, 2.303030371E-01, 3.999999954E-02, 3.002497852E+00
        62, 2.301414196E-01, 3.999999953E-02, 2.980915427E+00
        63, 2.299798020E-01, 3.999999955E-02, 2.959332973E+00
        64, 2.298181847E-01, 3.999999954E-02, 2.937750578E+00
        65, 2.296565672E-01, 3.999999953E-02, 2.916168123E+00
        66, 2.294949497E-01, 3.999999955E-02, 2.894585624E+00
        67, 2.293333322E-01, 3.999999954E-02, 2.873003237E+00
        68, 2.291717228E-01, 3.999999835E-02, 2.851422690E+00
        69, 2.290101098E-01, 3.999999920E-02, 2.830235846E+00
        70, 2.288484917E-01, 3.999999924E-02, 2.809418000E+00
        71, 2.286868751E-01, 3.999999955E-02, 2.788600042E+00
        72, 2.285252568E-01, 3.999999953E-02, 2.767782196E+00
        73, 2.283636402E-01, 3.999999984E-02, 2.746964365E+00
        74, 2.282020203E-01, 3.999999954E-02, 2.726146579E+00
        75, 2.280404020E-01, 3.999999955E-02, 2.705328703E+00
        76, 2.278787985E-01, 3.999999954E-02, 2.684512734E+00
        77, 2.277171802E-01, 3.999999954E-02, 2.663694859E+00
        78, 2.275555620E-01, 3.999999954E-02, 2.642877102E+00
        79, 2.273939436E-01, 3.999999953E-02, 2.622059226E+00
        80, 2.272323254E-01, 3.999999954E-02, 2.601241380E+00
        81, 2.270707070E-01, 3.999999954E-02, 2.580423534E+00
        82, 2.269090888E-01, 3.999999955E-02, 2.559605747E+00
        83, 2.267474704E-01, 3.999999953E-02, 2.538787797E+00
        84, 2.265858662E-01, 3.999999938E-02, 2.517971858E+00
        85, 2.264242554E-01, 4.000000074E-02, 2.497154154E+00
        86, 2.262626305E-01, 3.999999954E-02, 2.476336241E+00
        87, 2.261010079E-01, 3.999999879E-02, 2.457277384E+00
        88, 2.259393905E-01, 3.999999894E-02, 2.439389855E+00
        89, 2.257777722E-01, 3.999999895E-02, 2.421502307E+00
        90, 2.256161606E-01, 4.000000014E-02, 2.403614774E+00
        91, 2.254545406E-01, 3.999999984E-02, 2.385727167E+00
