nodenumber,    x-coordinate,    y-coordinate,pressure-coefficient
       110, 2.400000000E-01, 8.234484771E-02, 4.612043500E-03
       111, 2.400000000E-01, 8.350267225E-02, 4.344845656E-03
       112, 2.400000000E-01, 8.467271341E-02, 4.098033998E-03
       113, 2.400000000E-01, 8.585510009E-02, 3.869021544E-03
       114, 2.400000000E-01, 8.704996255E-02, 3.655984998E-03
       115, 2.400000000E-01, 8.825743244E-02, 3.457624465E-03
       116, 2.400000000E-01, 8.947764276E-02, 3.272997215E-03
       117, 2.400000000E-01, 9.071072796E-02, 3.101237817E-03
       118, 2.400000000E-01, 9.195682388E-02, 2.940834733E-03
       119, 2.400000000E-01, 9.321606780E-02, 2.788592828E-03
       120, 2.400000000E-01, 9.448859845E-02, 2.642651787E-03
       121, 2.400000000E-01, 9.577455603E-02, 2.506829565E-03
       122, 2.400000000E-01, 9.707408220E-02, 2.384828404E-03
       123, 2.400000000E-01, 9.838732013E-02, 2.275194041E-03
       124, 2.400000000E-01, 9.971441451E-02, 2.175299684E-03
       125, 2.400000000E-01, 1.010555115E-01, 2.083054511E-03
       126, 2.400000000E-01, 1.024107589E-01, 1.996785868E-03
       127, 2.400000000E-01, 1.037803060E-01, 1.915298519E-03
       128, 2.400000000E-01, 1.051643037E-01, 1.837407937E-03
       129, 2.400000000E-01, 1.065629045E-01, 1.762165572E-03
       130, 2.400000000E-01, 1.079762623E-01, 1.688888529E-03
       131, 2.400000000E-01, 1.094045331E-01, 1.616743510E-03
       132, 2.400000000E-01, 1.108478740E-01, 1.545296516E-03
       133, 2.400000000E-01, 1.123064441E-01, 1.474288758E-03
       134, 2.400000000E-01, 1.137804041E-01, 1.402916852E-03
       135, 2.400000000E-01, 1.152699163E-01, 1.330698724E-03
       136, 2.400000000E-01, 1.167751450E-01, 1.257242751E-03
       137, 2.400000000E-01, 1.182962559E-01, 1.182361390E-03
       138, 2.400000000E-01, 1.198334165E-01, 1.106526121E-03
       139, 2.400000000E-01, 1.213867963E-01, 1.031319960E-03
       140, 2.400000000E-01, 1.229565663E-01, 9.612582508E-04
       141, 2.400000000E-01, 1.245428995E-01, 9.043563041E-04
       142, 2.400000000E-01, 1.261459707E-01, 8.598827990E-04
       143, 2.400000000E-01, 1.277659565E-01, 8.189566433E-04
       144, 2.400000000E-01, 1.294030353E-01, 7.794889971E-04
       145, 2.400000000E-01, 1.310573875E-01, 7.399189635E-04
       146, 2.400000000E-01, 1.327291954E-01, 7.071872824E-04
       147, 2.400000000E-01, 1.344186431E-01, 6.727392902E-04
       148, 2.400000000E-01, 1.361259168E-01, 6.685692933E-04
       149, 2.400000000E-01, 1.378512045E-01, 6.094721612E-04
       150, 2.400000000E-01, 1.404991721E-01, 4.816635919E-04
       151, 2.400000000E-01, 1.431471398E-01, 4.740760487E-04
       152, 2.400000000E-01, 1.457951074E-01, 4.540081718E-04
       153, 2.400000000E-01, 1.484430750E-01, 4.211153137E-04
       154, 2.400000000E-01, 1.510910427E-01, 3.882909950E-04
       155, 2.400000000E-01, 1.537390103E-01, 3.523467458E-04
       156, 2.400000000E-01, 1.563869779E-01, 3.206648689E-04
       157, 2.400000000E-01, 1.590349456E-01, 2.933963842E-04
       158, 2.400000000E-01, 1.616829132E-01, 2.686095249E-04
       159, 2.400000000E-01, 1.643308808E-01, 2.465037105E-04
       160, 2.400000000E-01, 1.669788484E-01, 2.278204047E-04
       161, 2.400000000E-01, 1.696268161E-01, 2.084473672E-04
       162, 2.400000000E-01, 1.722747837E-01, 1.859476615E-04
       163, 2.400000000E-01, 1.749227513E-01, 1.639793918E-04
       164, 2.400000000E-01, 1.775707190E-01, 1.449740957E-04
       165, 2.400000000E-01, 1.802186866E-01, 1.279429416E-04
       166, 2.400000000E-01, 1.828666542E-01, 1.118129949E-04
       167, 2.400000000E-01, 1.855146219E-01, 9.643276280E-05
       168, 2.400000000E-01, 1.881625895E-01, 8.165927284E-05
       169, 2.400000000E-01, 1.908105571E-01, 6.713967014E-05
       170, 2.400000000E-01, 1.934585248E-01, 5.229778981E-05
       171, 2.400000000E-01, 1.961064924E-01, 3.728244337E-05
       172, 2.400000000E-01, 1.987544600E-01, 2.341998515E-05
       173, 2.400000000E-01, 2.014024277E-01, 1.202774183E-05
       174, 2.400000000E-01, 2.040503953E-01, 3.114087576E-06
       175, 2.400000000E-01, 2.066983629E-01,-3.420805115E-06
       176, 2.400000000E-01, 2.093463305E-01,-7.683780495E-06
       177, 2.400000000E-01, 2.119942982E-01,-1.026596510E-05
       178, 2.400000000E-01, 2.146422658E-01,-1.138999141E-05
       179, 2.400000000E-01, 2.172902334E-01,-1.127014730E-05
       180, 2.400000000E-01, 2.199382011E-01,-1.017953036E-05
       181, 2.400000000E-01, 2.225861687E-01,-8.409708244E-06
       182, 2.400000000E-01, 2.252341363E-01,-6.173351721E-06
       183, 2.400000000E-01, 2.278821040E-01,-3.663697953E-06
       184, 2.400000000E-01, 2.305300716E-01,-1.135239359E-06
       185, 2.400000000E-01, 2.331780392E-01, 1.196547828E-06
       186, 2.400000000E-01, 2.358260069E-01, 3.183986109E-06
       187, 2.400000000E-01, 2.384739745E-01, 4.746489140E-06
       188, 2.400000000E-01, 2.411219421E-01, 5.859975772E-06
       189, 2.400000000E-01, 2.437699098E-01, 6.536815363E-06
       190, 2.400000000E-01, 2.464178774E-01, 6.817243502E-06
       191, 2.400000000E-01, 2.490658450E-01, 6.761390978E-06
       192, 2.400000000E-01, 2.517138126E-01, 6.430297617E-06
       193, 2.400000000E-01, 2.543617803E-01, 5.865197181E-06
       194, 2.400000000E-01, 2.570097479E-01, 5.075681656E-06
       195, 2.400000000E-01, 2.596577155E-01, 4.030684067E-06
       196, 2.400000000E-01, 2.623056832E-01, 2.649775070E-06
       197, 2.400000000E-01, 2.649536508E-01, 8.187890330E-07
       198, 2.400000000E-01, 2.676016184E-01,-1.692692194E-06
       199, 2.400000000E-01, 2.702495861E-01,-5.062961463E-06
       200, 2.400000000E-01, 2.728975537E-01,-9.403279364E-06
       201, 2.400000000E-01, 2.755455213E-01,-1.453511777E-05
       202, 2.400000000E-01, 2.781934890E-01,-2.024226887E-05
       203, 2.400000000E-01, 2.808414566E-01,-2.469968240E-05
       204, 2.400000000E-01, 2.834894242E-01,-2.677328666E-05
       205, 2.400000000E-01, 2.861373919E-01,-2.820454392E-05
       206, 2.400000000E-01, 2.887853595E-01,-2.977956501E-05
       207, 2.400000000E-01, 2.914333271E-01,-3.170016862E-05
       208, 2.400000000E-01, 2.940812947E-01,-3.355713852E-05
       209, 2.400000000E-01, 2.967292624E-01,-3.442333764E-05
       210, 2.400000000E-01, 2.993772300E-01,-3.484093759E-05
       211, 2.400000000E-01, 3.020251976E-01,-3.552654380E-05
       212, 2.400000000E-01, 3.046731653E-01,-3.641997682E-05
       213, 2.400000000E-01, 3.073211329E-01,-3.736442522E-05
       214, 2.400000000E-01, 3.099691005E-01,-3.822771032E-05
       215, 2.400000000E-01, 3.126170682E-01,-3.887795174E-05
       216, 2.400000000E-01, 3.152650358E-01,-3.923339318E-05
       217, 2.400000000E-01, 3.179130034E-01,-3.935421410E-05
       218, 2.400000000E-01, 3.205609711E-01,-3.965745782E-05
       219, 2.400000000E-01, 3.232089387E-01,-4.092526433E-05
       220, 2.400000000E-01, 3.258569063E-01,-4.351714597E-05
       221, 2.400000000E-01, 3.285048740E-01,-4.699139390E-05
       222, 2.400000000E-01, 3.311528416E-01,-5.081342897E-05
       223, 2.400000000E-01, 3.338008092E-01,-5.472300836E-05
       224, 2.400000000E-01, 3.364487768E-01,-5.867864820E-05
       225, 2.400000000E-01, 3.390967445E-01,-6.268102879E-05
       226, 2.400000000E-01, 3.417447121E-01,-6.696016499E-05
       227, 2.400000000E-01, 3.443926797E-01,-7.194069622E-05
       228, 2.400000000E-01, 3.470406474E-01,-7.759194705E-05
       229, 2.400000000E-01, 3.496886150E-01,-8.348409756E-05
       230, 2.400000000E-01, 3.523365826E-01,-8.920538676E-05
       231, 2.400000000E-01, 3.549845503E-01,-9.446097829E-05
       232, 2.400000000E-01, 3.576325179E-01,-9.905470506E-05
       233, 2.400000000E-01, 3.602804855E-01,-1.028452025E-04
       234, 2.400000000E-01, 3.629284532E-01,-1.057145564E-04
       235, 2.400000000E-01, 3.655764208E-01,-1.075179825E-04
       236, 2.400000000E-01, 3.682243884E-01,-1.081187875E-04
       237, 2.400000000E-01, 3.708723561E-01,-1.073904132E-04
       238, 2.400000000E-01, 3.735203237E-01,-1.051715299E-04
       239, 2.400000000E-01, 3.761682913E-01,-1.013082801E-04
       240, 2.400000000E-01, 3.788162589E-01,-9.564740321E-05
       241, 2.400000000E-01, 3.814642266E-01,-8.807821723E-05
       242, 2.400000000E-01, 3.841121942E-01,-7.851975533E-05
       243, 2.400000000E-01, 3.867601618E-01,-6.651757576E-05
       244, 2.400000000E-01, 3.894081295E-01,-5.239214443E-05
       245, 2.400000000E-01, 3.920560971E-01,-3.829062553E-05
       246, 2.400000000E-01, 3.947040647E-01,-1.122092453E-05
       247, 2.400000000E-01, 3.973520324E-01,-1.461795182E-05
       248, 2.400000000E-01, 4.000000000E-01,-3.867115811E-05
