nodenumber,    x-coordinate,    y-coordinate,turb-kinetic-energy
         1, 2.398383707E-01, 7.999999854E-02, 2.835335038E-02
         2, 2.396767739E-01, 7.999999774E-02, 1.169518102E-01
         3, 2.395151588E-01, 7.999999818E-02, 1.727045809E-01
         4, 2.393535471E-01, 7.999999985E-02, 2.268492055E-01
         5, 2.391919286E-01, 8.000000042E-02, 2.599207717E-01
         6, 2.390303016E-01, 7.999999818E-02, 2.929923232E-01
         7, 2.388686850E-01, 7.999999938E-02, 3.260638872E-01
         8, 2.387070563E-01, 7.999999644E-02, 3.647212471E-01
         9, 2.385454398E-01, 7.999999706E-02, 4.481116589E-01
        10, 2.383838397E-01, 7.999999818E-02, 5.314943595E-01
        11, 2.382222143E-01, 7.999999580E-02, 6.148847919E-01
        12, 2.380606030E-01, 7.999999818E-02, 6.982752401E-01
        13, 2.378989843E-01, 7.999999804E-02, 7.816656101E-01
        14, 2.377373626E-01, 7.999999692E-02, 8.650560207E-01
        15, 2.375757550E-01, 8.000000053E-02, 9.484465013E-01
        16, 2.374141292E-01, 7.999999794E-02, 1.027514185E+00
        17, 2.372525157E-01, 7.999999927E-02, 1.088277276E+00
        18, 2.370909027E-01, 7.999999572E-02, 1.149034722E+00
        19, 2.369292924E-01, 7.999999811E-02, 1.209797844E+00
        20, 2.367676825E-01, 8.000000064E-02, 1.270560974E+00
        21, 2.366060650E-01, 8.000000057E-02, 1.331324100E+00
        22, 2.364444409E-01, 7.999999833E-02, 1.392087135E+00
        23, 2.362828236E-01, 7.999999833E-02, 1.452850174E+00
        24, 2.361212057E-01, 7.999999818E-02, 1.513613269E+00
        25, 2.359595883E-01, 7.999999818E-02, 1.574376335E+00
        26, 2.357979788E-01, 7.999999580E-02, 1.635133797E+00
        27, 2.356363679E-01, 7.999999804E-02, 1.695897007E+00
        28, 2.354747582E-01, 8.000000064E-02, 1.756660078E+00
        29, 2.353131335E-01, 7.999999811E-02, 1.817423098E+00
        30, 2.351515219E-01, 8.000000008E-02, 1.878186302E+00
        31, 2.349898963E-01, 7.999999731E-02, 1.938949252E+00
        32, 2.348282794E-01, 7.999999759E-02, 1.978595207E+00
        33, 2.346666684E-01, 8.000000008E-02, 1.979196448E+00
        34, 2.345050649E-01, 8.000000001E-02, 1.979797568E+00
        35, 2.343434409E-01, 7.999999811E-02, 1.980398707E+00
        36, 2.341818159E-01, 7.999999580E-02, 1.980999820E+00
        37, 2.340202050E-01, 7.999999833E-02, 1.981601086E+00
        38, 2.338585792E-01, 7.999999580E-02, 1.982202191E+00
        39, 2.336969679E-01, 7.999999818E-02, 1.982803423E+00
        40, 2.335353566E-01, 8.000000057E-02, 1.983404655E+00
        41, 2.333737313E-01, 7.999999818E-02, 1.984005764E+00
        42, 2.332121275E-01, 7.999999804E-02, 1.984606870E+00
        43, 2.330505166E-01, 8.000000057E-02, 1.985208105E+00
        44, 2.328888983E-01, 8.000000057E-02, 1.985809278E+00
        45, 2.327272802E-01, 8.000000064E-02, 1.986410454E+00
        46, 2.325656483E-01, 7.999999594E-02, 1.987011509E+00
        47, 2.324040328E-01, 7.999999692E-02, 1.987612696E+00
        48, 2.322424146E-01, 7.999999699E-02, 1.988213991E+00
        49, 2.320807974E-01, 7.999999733E-02, 1.988815168E+00
        50, 2.319192032E-01, 8.000000038E-02, 1.978412501E+00
        51, 2.317575860E-01, 8.000000050E-02, 1.953663758E+00
        52, 2.315959683E-01, 8.000000042E-02, 1.928915018E+00
        53, 2.314343483E-01, 7.999999952E-02, 1.904166264E+00
        54, 2.312727306E-01, 7.999999945E-02, 1.879417511E+00
        55, 2.311111095E-01, 7.999999818E-02, 1.854668628E+00
        56, 2.309494920E-01, 7.999999818E-02, 1.829919867E+00
        57, 2.307878745E-01, 7.999999818E-02, 1.805171166E+00
        58, 2.306262571E-01, 7.999999818E-02, 1.780422412E+00
        59, 2.304646544E-01, 7.999999818E-02, 1.755675931E+00
        60, 2.303030306E-01, 7.999999594E-02, 1.730927177E+00
        61, 2.301414127E-01, 7.999999580E-02, 1.706178412E+00
        62, 2.299798089E-01, 8.000000057E-02, 1.681429774E+00
        63, 2.298181881E-01, 7.999999938E-02, 1.656680956E+00
        64, 2.296565670E-01, 7.999999811E-02, 1.631932139E+00
        65, 2.294949460E-01, 7.999999692E-02, 1.607183466E+00
        66, 2.293333267E-01, 7.999999628E-02, 1.582434679E+00
        67, 2.291717340E-01, 7.999999971E-02, 1.557688218E+00
        68, 2.290101123E-01, 7.999999838E-02, 1.531576738E+00
        69, 2.288484866E-01, 7.999999580E-02, 1.504192774E+00
        70, 2.286868756E-01, 7.999999833E-02, 1.476808808E+00
        71, 2.285252634E-01, 8.000000050E-02, 1.449424951E+00
        72, 2.283636385E-01, 7.999999818E-02, 1.422040977E+00
        73, 2.282020275E-01, 8.000000072E-02, 1.394657152E+00
        74, 2.280403948E-01, 7.999999565E-02, 1.367273146E+00
        75, 2.278787981E-01, 7.999999804E-02, 1.339891732E+00
        76, 2.277171802E-01, 7.999999818E-02, 1.312507821E+00
        77, 2.275555619E-01, 7.999999818E-02, 1.285123907E+00
        78, 2.273939435E-01, 7.999999818E-02, 1.257739991E+00
        79, 2.272323253E-01, 7.999999818E-02, 1.230356134E+00
        80, 2.270707142E-01, 8.000000072E-02, 1.202972192E+00
        81, 2.269090917E-01, 7.999999923E-02, 1.175588276E+00
        82, 2.267474769E-01, 8.000000050E-02, 1.148204332E+00
        83, 2.265858739E-01, 8.000000061E-02, 1.120822978E+00
        84, 2.264242439E-01, 7.999999650E-02, 1.093438959E+00
        85, 2.262626254E-01, 7.999999640E-02, 1.066055076E+00
        86, 2.261010112E-01, 7.999999787E-02, 1.043800630E+00
        87, 2.259393991E-01, 8.000000005E-02, 1.024961325E+00
        88, 2.257777718E-01, 7.999999684E-02, 1.006121951E+00
        89, 2.256161606E-01, 7.999999938E-02, 9.872827074E-01
        90, 2.254545393E-01, 7.999999833E-02, 9.684433676E-01
        91, 2.252929355E-01, 7.999999818E-02, 9.496057965E-01
        92, 2.251313244E-01, 8.000000072E-02, 9.307665024E-01
        93, 2.249696918E-01, 7.999999565E-02, 9.119271860E-01
        94, 2.248080806E-01, 7.999999818E-02, 8.930879068E-01
        95, 2.246464690E-01, 8.000000057E-02, 8.742485959E-01
        96, 2.244848373E-01, 7.999999580E-02, 8.554092254E-01
        97, 2.243232191E-01, 7.999999580E-02, 8.365699425E-01
        98, 2.241616011E-01, 7.999999594E-02, 8.177306019E-01
        99, 2.240000005E-01, 7.999999692E-02, 7.988930745E-01
