nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 2.398383707E-01, 7.999999854E-02, 1.918309265E+00
         2, 2.396767739E-01, 7.999999774E-02, 3.451365290E+00
         3, 2.395151588E-01, 7.999999818E-02, 4.263949350E+00
         4, 2.393535471E-01, 7.999999985E-02, 5.027795968E+00
         5, 2.391919286E-01, 8.000000042E-02, 5.152985908E+00
         6, 2.390303016E-01, 7.999999818E-02, 5.278175592E+00
         7, 2.388686850E-01, 7.999999938E-02, 5.403364912E+00
         8, 2.387070563E-01, 7.999999644E-02, 5.506179983E+00
         9, 2.385454398E-01, 7.999999706E-02, 5.429809924E+00
        10, 2.383838397E-01, 7.999999818E-02, 5.353447042E+00
        11, 2.382222143E-01, 7.999999580E-02, 5.277076893E+00
        12, 2.380606030E-01, 7.999999818E-02, 5.200707212E+00
        13, 2.378989843E-01, 7.999999804E-02, 5.124337412E+00
        14, 2.377373626E-01, 7.999999692E-02, 5.047967382E+00
        15, 2.375757550E-01, 8.000000053E-02, 4.971597824E+00
        16, 2.374141292E-01, 7.999999794E-02, 4.898500415E+00
        17, 2.372525157E-01, 7.999999927E-02, 4.839260863E+00
        18, 2.370909027E-01, 7.999999572E-02, 4.780027069E+00
        19, 2.369292924E-01, 7.999999811E-02, 4.720788028E+00
        20, 2.367676825E-01, 8.000000064E-02, 4.661549006E+00
        21, 2.366060650E-01, 8.000000057E-02, 4.602309622E+00
        22, 2.364444409E-01, 7.999999833E-02, 4.543070361E+00
        23, 2.362828236E-01, 7.999999833E-02, 4.483830974E+00
        24, 2.361212057E-01, 7.999999818E-02, 4.424591698E+00
        25, 2.359595883E-01, 7.999999818E-02, 4.365352549E+00
        26, 2.357979788E-01, 7.999999580E-02, 4.306118727E+00
        27, 2.356363679E-01, 7.999999804E-02, 4.246879578E+00
        28, 2.354747582E-01, 8.000000064E-02, 4.187640436E+00
        29, 2.353131335E-01, 7.999999811E-02, 4.128401104E+00
        30, 2.351515219E-01, 8.000000008E-02, 4.069161961E+00
        31, 2.349898963E-01, 7.999999731E-02, 4.009922551E+00
        32, 2.348282794E-01, 7.999999759E-02, 3.955883459E+00
        33, 2.346666684E-01, 8.000000008E-02, 3.911459392E+00
        34, 2.345050649E-01, 8.000000001E-02, 3.867039220E+00
        35, 2.343434409E-01, 7.999999811E-02, 3.822614942E+00
        36, 2.341818159E-01, 7.999999580E-02, 3.778190617E+00
        37, 2.340202050E-01, 7.999999833E-02, 3.733766593E+00
        38, 2.338585792E-01, 7.999999580E-02, 3.689342253E+00
        39, 2.336969679E-01, 7.999999818E-02, 3.644918226E+00
        40, 2.335353566E-01, 8.000000057E-02, 3.600494072E+00
        41, 2.333737313E-01, 7.999999818E-02, 3.556069687E+00
        42, 2.332121275E-01, 7.999999804E-02, 3.511649594E+00
        43, 2.330505166E-01, 8.000000057E-02, 3.467225567E+00
        44, 2.328888983E-01, 8.000000057E-02, 3.422801174E+00
        45, 2.327272802E-01, 8.000000064E-02, 3.378377091E+00
        46, 2.325656483E-01, 7.999999594E-02, 3.333952654E+00
        47, 2.324040328E-01, 7.999999692E-02, 3.289528541E+00
        48, 2.322424146E-01, 7.999999699E-02, 3.245104341E+00
        49, 2.320807974E-01, 7.999999733E-02, 3.200680199E+00
        50, 2.319192032E-01, 8.000000038E-02, 3.155277933E+00
        51, 2.317575860E-01, 8.000000050E-02, 3.108591040E+00
        52, 2.315959683E-01, 8.000000042E-02, 3.061904373E+00
        53, 2.314343483E-01, 7.999999952E-02, 3.015217455E+00
        54, 2.312727306E-01, 7.999999945E-02, 2.968530547E+00
        55, 2.311111095E-01, 7.999999818E-02, 2.921843659E+00
        56, 2.309494920E-01, 7.999999818E-02, 2.875156872E+00
        57, 2.307878745E-01, 7.999999818E-02, 2.828469977E+00
        58, 2.306262571E-01, 7.999999818E-02, 2.781783141E+00
        59, 2.304646544E-01, 7.999999818E-02, 2.735100664E+00
        60, 2.303030306E-01, 7.999999594E-02, 2.688413784E+00
        61, 2.301414127E-01, 7.999999580E-02, 2.641726993E+00
        62, 2.299798089E-01, 8.000000057E-02, 2.595040213E+00
        63, 2.298181881E-01, 7.999999938E-02, 2.548353441E+00
        64, 2.296565670E-01, 7.999999811E-02, 2.501666542E+00
        65, 2.294949460E-01, 7.999999692E-02, 2.454979645E+00
        66, 2.293333267E-01, 7.999999628E-02, 2.408292776E+00
        67, 2.291717340E-01, 7.999999971E-02, 2.361610323E+00
        68, 2.290101123E-01, 7.999999838E-02, 2.316902064E+00
        69, 2.288484866E-01, 7.999999580E-02, 2.274041257E+00
        70, 2.286868756E-01, 7.999999833E-02, 2.231180343E+00
        71, 2.285252634E-01, 8.000000050E-02, 2.188319664E+00
        72, 2.283636385E-01, 7.999999818E-02, 2.145458743E+00
        73, 2.282020275E-01, 8.000000072E-02, 2.102597916E+00
        74, 2.280403948E-01, 7.999999565E-02, 2.059736956E+00
        75, 2.278787981E-01, 7.999999804E-02, 2.016880132E+00
        76, 2.277171802E-01, 7.999999818E-02, 1.974019337E+00
        77, 2.275555619E-01, 7.999999818E-02, 1.931158535E+00
        78, 2.273939435E-01, 7.999999818E-02, 1.888297610E+00
        79, 2.272323253E-01, 7.999999818E-02, 1.845436808E+00
        80, 2.270707142E-01, 8.000000072E-02, 1.802576061E+00
        81, 2.269090917E-01, 7.999999923E-02, 1.759715140E+00
        82, 2.267474769E-01, 8.000000050E-02, 1.716854360E+00
        83, 2.265858739E-01, 8.000000061E-02, 1.673997488E+00
        84, 2.264242439E-01, 7.999999650E-02, 1.631136477E+00
        85, 2.262626254E-01, 7.999999640E-02, 1.588275708E+00
        86, 2.261010112E-01, 7.999999787E-02, 1.552184371E+00
        87, 2.259393991E-01, 8.000000005E-02, 1.520600311E+00
        88, 2.257777718E-01, 7.999999684E-02, 1.489016006E+00
        89, 2.256161606E-01, 7.999999938E-02, 1.457431954E+00
        90, 2.254545393E-01, 7.999999833E-02, 1.425847672E+00
        91, 2.252929355E-01, 7.999999818E-02, 1.394266404E+00
        92, 2.251313244E-01, 8.000000072E-02, 1.362682287E+00
        93, 2.249696918E-01, 7.999999565E-02, 1.331098098E+00
        94, 2.248080806E-01, 7.999999818E-02, 1.299513949E+00
        95, 2.246464690E-01, 8.000000057E-02, 1.267929800E+00
        96, 2.244848373E-01, 7.999999580E-02, 1.236345530E+00
        97, 2.243232191E-01, 7.999999580E-02, 1.204761378E+00
        98, 2.241616011E-01, 7.999999594E-02, 1.173177227E+00
        99, 2.240000005E-01, 7.999999692E-02, 1.141595926E+00
